# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: no
# Total iterations: 100
# Total time (ms): 139466.72
# Final LL: -1756685.0801854825

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-1760669.1617919789	-1760669.1617919789	1439.7931
2	-1760632.4855395874	-1760632.4855395874	1420.9315
3	-1760595.6976405082	-1772717.4143236578	1415.7705
4	-1760558.7988366564	-1772835.2923959142	1418.7880
5	-1760521.7900936380	-1772980.0167878924	1415.4467
6	-1760484.6723431151	-1773123.5031258918	1415.5298
7	-1760447.4466472485	-1773284.9844705316	1415.0430
8	-1760410.1139948745	-1773440.8960229931	1415.2977
9	-1760372.6754477422	-1773608.8812147232	1415.4478
10	-1760335.1321478663	-1773790.6209198912	1417.6042
11	-1760297.4851041932	-1773959.0237793822	1419.4388
12	-1760259.7354788433	-1774151.4387399941	1415.3863
13	-1760221.8844738426	-1774353.8978232939	1420.2282
14	-1760183.9332130048	-1774550.1610832936	1415.5446
15	-1760145.8828332857	-1774752.9019644374	1418.5435
16	-1760107.7347133781	-1774996.9944458134	1415.8007
17	-1760069.4900387106	-1775217.9419854647	1417.8375
18	-1760031.1500013471	-1775445.5470893623	1418.5970
19	-1759992.7159462953	-1775704.4039939307	1417.4466
20	-1759954.1892644686	-1775978.7697803476	1414.5759
21	-1759915.5712188776	-1776238.8198896039	1412.2084
22	-1759876.8631819680	-1776526.3816678384	1410.3634
23	-1759838.0665618095	-1776829.7411098517	1414.9016
24	-1759799.1827568216	-1777141.0792847094	1411.2292
25	-1759760.2132570050	-1777481.4916325097	1409.0084
26	-1759721.1594467333	-1777811.4436999178	1405.3001
27	-1759682.0228397583	-1778181.2377117805	1400.6086
28	-1759642.8049273044	-1778559.6685561840	1401.1281
29	-1759603.5073254323	-1778982.5108093380	1402.8910
30	-1759564.1314523183	-1779372.9315514578	1399.1070
31	-1759524.6789755928	-1779843.5371859805	1395.4675
32	-1759485.1514452090	-1780302.5998264456	1396.7420
33	-1759445.5504985349	-1780806.4088345210	1398.5217
34	-1759405.8777927167	-1781339.2997583814	1400.1741
35	-1759366.1349421872	-1781883.7865091586	1399.2056
36	-1759326.3236254356	-1782475.5626488421	1396.1067
37	-1759286.4455884390	-1783121.1577679589	1399.1044
38	-1759246.5025407905	-1783787.8201201956	1398.5479
39	-1759206.4962800161	-1784525.6191808893	1395.4622
40	-1759166.4283952625	-1785218.5497498380	1394.9105
41	-1759126.3008386181	-1786110.8790655511	1398.1784
42	-1759086.1153278097	-1786950.8133542468	1395.6240
43	-1759045.8737680190	-1787938.1581167378	1395.1847
44	-1759005.5778947219	-1788901.5929092166	1394.5767
45	-1758965.2296179824	-1790031.5749475644	1398.0169
46	-1758924.8308079184	-1791221.6145912132	1398.5036
47	-1758884.3833461148	-1792511.0773904414	1395.8162
48	-1758843.8891132595	-1793903.6715773486	1395.3881
49	-1758803.3501619622	-1795553.4357660869	1394.3444
50	-1758762.7682488153	-1797096.5851133969	1399.1577
51	-1758722.1454745326	-1799107.9486964871	1399.0860
52	-1758681.4837395083	-1801118.4761397177	1395.7178
53	-1758640.7850639939	-1803479.9894943736	1398.5589
54	-1758600.0513928607	-1806012.6139830498	1394.9418
55	-1758559.2848797443	-1809162.4588402326	1396.5980
56	-1758518.4874266759	-1812314.0517060847	1398.7490
57	-1758477.6610684798	-1816141.8770158708	1395.1353
58	-1758436.8079457905	-1820794.7095440400	1395.3088
59	-1758395.9300450124	-1825834.6573152542	1389.1448
60	-1758355.0295260521	-1832315.5465006018	1392.5828
61	-1758314.1084301057	-1839693.1836716563	1383.8853
62	-1758273.1688187583	-1848795.2035492840	1378.0414
63	-1758232.2128742365	-1860930.5217218387	1380.6543
64	-1758191.2426583469	-1875808.4614666302	1380.4704
65	-1758150.2603329984	-1896847.7036420682	1377.1430
66	-1758109.2679678337	-1925480.2613755143	1377.5407
67	-1758068.2677946615	-1973361.8869548514	1378.4211
68	-1758027.2618925849	-2051536.0884395200	1381.7625
69	-1757986.2524797665	-2237022.3250739579	1387.2140
70	-1757945.2416223153	-2922179.0377731360	1385.3408
71	-1757904.2316457268	151380.7823741413	1387.1678
72	-1757863.2245444595	-1173030.3282794070	1381.0520
73	-1757822.2226140564	-1432700.8881862715	1377.3952
74	-1757781.2279347542	-1526014.5256869127	1373.3234
75	-1757740.2427650432	-1581099.1959274625	1373.9861
76	-1757699.2693162574	-1614466.2516859109	1374.3297
77	-1757658.3096280047	-1635737.4459710286	1379.0811
78	-1757617.3660313529	-1653440.1553461503	1377.7436
79	-1757576.4406281249	-1665516.3285472731	1380.6978
80	-1757535.5355927560	-1675385.4232498370	1377.7273
81	-1757494.6532305926	-1683779.1153864241	1378.7136
82	-1757453.7955888566	-1689924.7490729925	1377.8992
83	-1757412.9649482330	-1695669.5380509428	1375.1066
84	-1757372.1633729073	-1700095.3188748222	1375.5886
85	-1757331.3931851985	-1704373.9414566520	1378.4673
86	-1757290.6564035399	-1707614.4638847089	1377.6192
87	-1757249.9553418041	-1710873.1353718673	1375.2420
88	-1757209.2919868454	-1713357.5348658632	1377.5848
89	-1757168.6687399675	-1716023.6386797342	1375.8841
90	-1757128.0875000444	-1717924.1737151984	1375.4756
91	-1757087.5505041087	-1719946.9550145897	1380.5246
92	-1757047.0599457773	-1721741.9373660458	1376.5760
93	-1757006.6179221000	-1723307.8657606237	1376.4009
94	-1756966.2264627595	-1724700.9958644919	1377.5375
95	-1756925.8877788754	-1726093.1952654312	1376.6431
96	-1756885.6039980501	-1727328.3619604215	1376.4922
97	-1756845.3770508131	-1728372.6493411670	1376.8912
98	-1756805.2091826068	-1729495.0516624118	1376.5031
99	-1756765.1023713425	-1730419.9193730885	1379.3125
100	-1756725.0587146119	-1731335.0455288582	1380.7350

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	1.00707765	0.00000000	no
6	1.00699638	0.00000000	no
9	1.00691935	0.00000000	no
12	1.00684681	0.00000000	no
15	1.00677897	0.00000000	no
18	1.00671605	0.00000000	no
21	1.00665825	0.00000000	no
24	1.00660581	0.00000000	no
27	1.00655895	0.00000000	no
30	1.00651791	0.00000000	no
33	1.00648299	0.00000000	no
36	1.00645451	0.00000000	no
39	1.00643287	0.00000000	no
42	1.00641854	0.00000000	no
45	1.00641209	0.00000000	no
48	1.00641421	0.00000000	no
51	1.00642574	0.00000000	no
54	1.00644768	0.00000000	no
57	1.00648123	0.00000000	no
60	1.00652783	0.00000000	no
63	1.00658919	0.00000000	no
66	1.00666732	0.00000000	no
69	1.00676462	0.00000000	no
72	1.00688390	0.00000000	no
75	1.00702849	0.00000000	no
78	1.00720228	0.00000000	no
81	1.00740991	0.00000000	no
84	1.00765680	0.00000000	no
87	1.00794941	0.00000000	no
90	1.00829541	0.00000000	no
93	1.00870395	0.00000000	no
96	1.00918600	0.00000000	no
99	1.00975476	0.00000000	no
