# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24081.31
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1205.0501
2	-24931705.3825929128	-24931705.3825929128	1204.7355
3	-24924580.5610262454	-24924208.4403338581	1203.4865
4	-24922180.6329265311	-24920961.6308635026	1206.3208
5	-24922056.5934017599	-24922049.8330515921	1203.9289
6	-24922022.8829780072	-24922010.3023959287	1203.5427
7	-24922006.9502734952	-24921992.6711036190	1203.5984
8	-24922005.5520482585	-24922005.4175381884	1203.5192
9	-24922005.1160412394	-24922004.9184747040	1203.5283
10	-24922004.7226800844	-24922001.0943564214	1204.1122
11	-24922004.7707911283	-24922004.7655480504	1204.2773
12	-24922004.7939511351	-24922004.8154486753	1203.7532
13	-24922004.8310548626	-24922004.7323232107	1203.5741
14	-24922004.8307345025	-24922004.8307372443	1203.5220
15	-24922004.8311368302	-24922004.8309128508	1204.9574
16	-24922004.8323198706	-24922004.8305271678	1204.0132
17	-24922004.8325314820	-24922004.8325775787	1203.6989
18	-24922004.8326418437	-24922004.8327621371	1203.5806
19	-24922004.8328142613	-24922004.8323352113	1203.5277
20	-24922004.8328171894	-24922004.8328172415	1203.9790

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594370	yes
