# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24120.23
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1204.8337
2	-24931705.3825929165	-24931705.3825929165	1204.2075
3	-24924580.5610262379	-24924208.4403338507	1203.4843
4	-24922180.6329265237	-24920961.6308634989	1203.6400
5	-24922056.5934017636	-24922049.8330515996	1203.5486
6	-24922022.8829780072	-24922010.3023959212	1203.7428
7	-24922006.9502734914	-24921992.6711036079	1204.1143
8	-24922005.5520482585	-24922005.4175381884	1203.9209
9	-24922005.1160412394	-24922004.9184747003	1203.5304
10	-24922004.7226800844	-24922001.0943564214	1203.7672
11	-24922004.7707911283	-24922004.7655480504	1203.5199
12	-24922004.7939511314	-24922004.8154486604	1226.9550
13	-24922004.8310548589	-24922004.7323232330	1212.4487
14	-24922004.8307345062	-24922004.8307372481	1206.3704
15	-24922004.8311368302	-24922004.8309128508	1204.2247
16	-24922004.8323198706	-24922004.8305271789	1203.6284
17	-24922004.8325314820	-24922004.8325775787	1203.9087
18	-24922004.8326418437	-24922004.8327621371	1203.8295
19	-24922004.8328142688	-24922004.8323352337	1203.5145
20	-24922004.8328171931	-24922004.8328172453	1212.4423

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594369	yes
