# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24187.14
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1208.2288
2	-24931705.3825929090	-24931705.3825929090	1203.7355
3	-24924580.5610262454	-24924208.4403338581	1204.5634
4	-24922180.6329265274	-24920961.6308634952	1210.6701
5	-24922056.5934017636	-24922049.8330515996	1207.0663
6	-24922022.8829780035	-24922010.3023959175	1209.5072
7	-24922006.9502734952	-24921992.6711036339	1208.3048
8	-24922005.5520482585	-24922005.4175381884	1206.6683
9	-24922005.1160412394	-24922004.9184747040	1205.6318
10	-24922004.7226800844	-24922001.0943564214	1203.6182
11	-24922004.7707911283	-24922004.7655480504	1203.6292
12	-24922004.7939511351	-24922004.8154486753	1203.4730
13	-24922004.8310548626	-24922004.7323232107	1203.7549
14	-24922004.8307345062	-24922004.8307372481	1203.5729
15	-24922004.8311368302	-24922004.8309128508	1204.0541
16	-24922004.8323198706	-24922004.8305271789	1203.6498
17	-24922004.8325314820	-24922004.8325775787	1220.7619
18	-24922004.8326418437	-24922004.8327621371	1247.1274
19	-24922004.8328142688	-24922004.8323352337	1218.4805
20	-24922004.8328171931	-24922004.8328172453	1210.0463

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689178	1.65594367	yes
