# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24077.75
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1204.8189
2	-24931705.3825929165	-24931705.3825929165	1203.4336
3	-24924580.5610262416	-24924208.4403338544	1203.5562
4	-24922180.6329265274	-24920961.6308635026	1203.4766
5	-24922056.5934017599	-24922049.8330515958	1204.5007
6	-24922022.8829780072	-24922010.3023959249	1203.7281
7	-24922006.9502734914	-24921992.6711036041	1203.5004
8	-24922005.5520482585	-24922005.4175381884	1203.6542
9	-24922005.1160412394	-24922004.9184747003	1203.5107
10	-24922004.7226800770	-24922001.0943556428	1203.9180
11	-24922004.7707911320	-24922004.7655480541	1205.8625
12	-24922004.7939511351	-24922004.8154486567	1203.7414
13	-24922004.8310548589	-24922004.7323232256	1203.5326
14	-24922004.8307345025	-24922004.8307372443	1203.7037
15	-24922004.8311368302	-24922004.8309128508	1203.9796
16	-24922004.8323198743	-24922004.8305271715	1203.4665
17	-24922004.8325314820	-24922004.8325775750	1203.4834
18	-24922004.8326418437	-24922004.8327621408	1203.7257
19	-24922004.8328142650	-24922004.8323352225	1203.5227
20	-24922004.8328171931	-24922004.8328172453	1204.0376

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594370	yes
