# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24115.43
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1206.8517
2	-24931705.3825929165	-24931705.3825929165	1205.7180
3	-24924580.5610262416	-24924208.4403338544	1223.9864
4	-24922180.6329265237	-24920961.6308634952	1204.5091
5	-24922056.5934017636	-24922049.8330515996	1204.4656
6	-24922022.8829780072	-24922010.3023959212	1212.3077
7	-24922006.9502734952	-24921992.6711036190	1204.1338
8	-24922005.5520482585	-24922005.4175381884	1203.4927
9	-24922005.1160412431	-24922004.9184747115	1203.6398
10	-24922004.7226800770	-24922001.0943549387	1203.4927
11	-24922004.7707911283	-24922004.7655480504	1203.8899
12	-24922004.7939511389	-24922004.8154486828	1204.1495
13	-24922004.8310548589	-24922004.7323231660	1207.4893
14	-24922004.8307345025	-24922004.8307372443	1203.9999
15	-24922004.8311368302	-24922004.8309128508	1203.8756
16	-24922004.8323198743	-24922004.8305271715	1203.9219
17	-24922004.8325314820	-24922004.8325775750	1203.4372
18	-24922004.8326418437	-24922004.8327621408	1204.0182
19	-24922004.8328142650	-24922004.8323352225	1203.8262
20	-24922004.8328171894	-24922004.8328172415	1203.5244

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594370	yes
