# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24077.98
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1205.1100
2	-24931705.3825929090	-24931705.3825929090	1203.4893
3	-24924580.5610262454	-24924208.4403338581	1204.0116
4	-24922180.6329265274	-24920961.6308634952	1203.6904
5	-24922056.5934017636	-24922049.8330515996	1205.8236
6	-24922022.8829780072	-24922010.3023959212	1204.0713
7	-24922006.9502734952	-24921992.6711036190	1203.7802
8	-24922005.5520482622	-24922005.4175381921	1203.4844
9	-24922005.1160412394	-24922004.9184746966	1203.5345
10	-24922004.7226800844	-24922001.0943567380	1203.8685
11	-24922004.7707911283	-24922004.7655480504	1203.9902
12	-24922004.7939511389	-24922004.8154486902	1203.8463
13	-24922004.8310548589	-24922004.7323231660	1203.5099
14	-24922004.8307345025	-24922004.8307372443	1203.4460
15	-24922004.8311368302	-24922004.8309128508	1203.4900
16	-24922004.8323198669	-24922004.8305271678	1204.1828
17	-24922004.8325314820	-24922004.8325775787	1203.4473
18	-24922004.8326418437	-24922004.8327621333	1203.6376
19	-24922004.8328142613	-24922004.8323352113	1203.4886
20	-24922004.8328171894	-24922004.8328172415	1203.4274

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594371	yes
