# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24076.52
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1204.8457
2	-24931705.3825929165	-24931705.3825929165	1203.4874
3	-24924580.5610262454	-24924208.4403338581	1203.5553
4	-24922180.6329265274	-24920961.6308634952	1204.1852
5	-24922056.5934017599	-24922049.8330515958	1203.5863
6	-24922022.8829780072	-24922010.3023959249	1203.5531
7	-24922006.9502734914	-24921992.6711036041	1203.6258
8	-24922005.5520482585	-24922005.4175381884	1203.6680
9	-24922005.1160412394	-24922004.9184747003	1204.4633
10	-24922004.7226800807	-24922001.0943560302	1203.7988
11	-24922004.7707911283	-24922004.7655480504	1203.6474
12	-24922004.7939511389	-24922004.8154486865	1203.5214
13	-24922004.8310548626	-24922004.7323231772	1203.5638
14	-24922004.8307345025	-24922004.8307372443	1203.5200
15	-24922004.8311368339	-24922004.8309128508	1204.0031
16	-24922004.8323198706	-24922004.8305271640	1203.8643
17	-24922004.8325314820	-24922004.8325775787	1203.5674
18	-24922004.8326418437	-24922004.8327621371	1203.5394
19	-24922004.8328142650	-24922004.8323352225	1203.8488
20	-24922004.8328171894	-24922004.8328172415	1204.0693

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594369	yes
