# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24242.12
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1206.4699
2	-24931705.3825929165	-24931705.3825929165	1207.0802
3	-24924580.5610262416	-24924208.4403338544	1206.1852
4	-24922180.6329265237	-24920961.6308634952	1204.0041
5	-24922056.5934017636	-24922049.8330515996	1203.5853
6	-24922022.8829780072	-24922010.3023959212	1205.5341
7	-24922006.9502734914	-24921992.6711036079	1240.3227
8	-24922005.5520482622	-24922005.4175381958	1203.5640
9	-24922005.1160412468	-24922004.9184747115	1204.1163
10	-24922004.7226800807	-24922001.0943549424	1203.5521
11	-24922004.7707911283	-24922004.7655480504	1221.8441
12	-24922004.7939511389	-24922004.8154486865	1206.0454
13	-24922004.8310548589	-24922004.7323231660	1203.7929
14	-24922004.8307345025	-24922004.8307372443	1204.7857
15	-24922004.8311368339	-24922004.8309128508	1203.5778
16	-24922004.8323198743	-24922004.8305271640	1203.6066
17	-24922004.8325314820	-24922004.8325775750	1245.6269
18	-24922004.8326418549	-24922004.8327621892	1203.4790
19	-24922004.8328142650	-24922004.8323351145	1231.2573
20	-24922004.8328171894	-24922004.8328172415	1233.0671

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594372	yes
