# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24993.36
# Final LL: -24922004.8328171857

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1258.0302
2	-24931705.3825929165	-24931705.3825929165	1313.7742
3	-24924580.5610262416	-24924208.4403338544	1238.8903
4	-24922180.6329265237	-24920961.6308634952	1228.7732
5	-24922056.5934017636	-24922049.8330515996	1215.7014
6	-24922022.8829780072	-24922010.3023959212	1226.2469
7	-24922006.9502734877	-24921992.6711035930	1207.6173
8	-24922005.5520482659	-24922005.4175381996	1205.6871
9	-24922005.1160412394	-24922004.9184746929	1206.1393
10	-24922004.7226800807	-24922001.0943566635	1209.0593
11	-24922004.7707911320	-24922004.7655480541	1264.1222
12	-24922004.7939511314	-24922004.8154486455	1263.0451
13	-24922004.8310548626	-24922004.7323232666	1248.9578
14	-24922004.8307344988	-24922004.8307372406	1293.3802
15	-24922004.8311368302	-24922004.8309128471	1271.8278
16	-24922004.8323198706	-24922004.8305271603	1260.0792
17	-24922004.8325314820	-24922004.8325775787	1248.9007
18	-24922004.8326418437	-24922004.8327621371	1261.3044
19	-24922004.8328142688	-24922004.8323352337	1301.8165
20	-24922004.8328171857	-24922004.8328172341	1269.2975

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594371	yes
