# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24384.14
# Final LL: -24922004.8328171857

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1215.2743
2	-24931705.3825929165	-24931705.3825929165	1223.9336
3	-24924580.5610262416	-24924208.4403338544	1239.6050
4	-24922180.6329265162	-24920961.6308634765	1218.9542
5	-24922056.5934017636	-24922049.8330515996	1206.4776
6	-24922022.8829780072	-24922010.3023959212	1207.5502
7	-24922006.9502734914	-24921992.6711036079	1222.5207
8	-24922005.5520482548	-24922005.4175381847	1212.0909
9	-24922005.1160412394	-24922004.9184747078	1211.8909
10	-24922004.7226800844	-24922001.0943561047	1219.4405
11	-24922004.7707911320	-24922004.7655480541	1218.0074
12	-24922004.7939511314	-24922004.8154486492	1211.9599
13	-24922004.8310548551	-24922004.7323232479	1241.7563
14	-24922004.8307345025	-24922004.8307372443	1209.7345
15	-24922004.8311368339	-24922004.8309128471	1244.4534
16	-24922004.8323198706	-24922004.8305271640	1210.8095
17	-24922004.8325314820	-24922004.8325775787	1218.9131
18	-24922004.8326418474	-24922004.8327621520	1226.4751
19	-24922004.8328142650	-24922004.8323351853	1215.6095
20	-24922004.8328171857	-24922004.8328172378	1208.0048

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689180	1.65594373	yes
