# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 25805.90
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1269.0001
2	-24931705.3825929128	-24931705.3825929128	1329.8354
3	-24924580.5610262454	-24924208.4403338581	1303.9010
4	-24922180.6329265274	-24920961.6308634952	1322.2713
5	-24922056.5934017561	-24922049.8330515884	1338.2038
6	-24922022.8829780072	-24922010.3023959287	1286.1430
7	-24922006.9502734877	-24921992.6711035892	1265.4983
8	-24922005.5520482622	-24922005.4175381958	1312.3158
9	-24922005.1160412468	-24922004.9184747115	1290.3586
10	-24922004.7226800770	-24922001.0943545513	1274.4574
11	-24922004.7707911283	-24922004.7655480504	1299.1169
12	-24922004.7939511426	-24922004.8154486977	1264.1714
13	-24922004.8310548551	-24922004.7323231213	1285.5923
14	-24922004.8307345025	-24922004.8307372443	1277.3431
15	-24922004.8311368264	-24922004.8309128471	1299.2011
16	-24922004.8323198706	-24922004.8305271752	1256.9680
17	-24922004.8325314820	-24922004.8325775787	1286.7137
18	-24922004.8326418549	-24922004.8327621855	1275.2064
19	-24922004.8328142650	-24922004.8323351145	1312.8868
20	-24922004.8328171894	-24922004.8328172415	1255.9907

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689180	1.65594373	yes
