# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24087.35
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1204.7601
2	-24931705.3825929128	-24931705.3825929128	1207.9717
3	-24924580.5610262416	-24924208.4403338544	1208.8392
4	-24922180.6329265274	-24920961.6308635026	1203.4489
5	-24922056.5934017636	-24922049.8330515996	1203.5102
6	-24922022.8829780072	-24922010.3023959212	1203.4303
7	-24922006.9502734914	-24921992.6711036079	1204.9748
8	-24922005.5520482622	-24922005.4175381958	1203.4874
9	-24922005.1160412394	-24922004.9184746966	1204.3143
10	-24922004.7226800770	-24922001.0943559594	1203.9041
11	-24922004.7707911283	-24922004.7655480504	1203.5756
12	-24922004.7939511314	-24922004.8154486567	1204.3888
13	-24922004.8310548589	-24922004.7323232330	1204.0597
14	-24922004.8307345062	-24922004.8307372481	1204.2002
15	-24922004.8311368339	-24922004.8309128508	1203.7874
16	-24922004.8323198743	-24922004.8305271715	1203.5114
17	-24922004.8325314820	-24922004.8325775750	1203.9346
18	-24922004.8326418437	-24922004.8327621408	1203.5768
19	-24922004.8328142688	-24922004.8323352337	1203.6286
20	-24922004.8328171931	-24922004.8328172453	1203.4307

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594371	yes
