# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24590.44
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1228.9309
2	-24931705.3825929128	-24931705.3825929128	1231.6265
3	-24924580.5610262416	-24924208.4403338544	1229.5271
4	-24922180.6329265311	-24920961.6308635101	1229.0290
5	-24922056.5934017636	-24922049.8330515996	1232.2720
6	-24922022.8829780146	-24922010.3023959361	1227.7896
7	-24922006.9502734877	-24921992.6711035706	1229.5791
8	-24922005.5520482622	-24922005.4175381958	1228.0058
9	-24922005.1160412394	-24922004.9184746966	1229.0608
10	-24922004.7226800770	-24922001.0943559594	1228.0088
11	-24922004.7707911283	-24922004.7655480504	1231.3245
12	-24922004.7939511351	-24922004.8154486679	1228.6841
13	-24922004.8310548551	-24922004.7323231883	1232.6008
14	-24922004.8307345025	-24922004.8307372443	1230.0061
15	-24922004.8311368264	-24922004.8309128471	1228.3235
16	-24922004.8323198706	-24922004.8305271752	1229.9476
17	-24922004.8325314857	-24922004.8325775824	1229.4478
18	-24922004.8326418437	-24922004.8327621222	1230.2973
19	-24922004.8328142650	-24922004.8323352523	1227.5412
20	-24922004.8328171931	-24922004.8328172453	1227.6907

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594369	yes
