# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24324.51
# Final LL: -24922004.8328171894

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1242.1650
2	-24931705.3825929090	-24931705.3825929090	1213.4387
3	-24924580.5610262454	-24924208.4403338581	1215.2001
4	-24922180.6329265274	-24920961.6308634952	1214.6761
5	-24922056.5934017636	-24922049.8330515996	1216.6506
6	-24922022.8829780072	-24922010.3023959212	1213.2002
7	-24922006.9502734877	-24921992.6711035930	1216.7220
8	-24922005.5520482585	-24922005.4175381921	1214.2843
9	-24922005.1160412394	-24922004.9184747003	1213.0001
10	-24922004.7226800732	-24922001.0943552516	1212.6382
11	-24922004.7707911320	-24922004.7655480541	1215.7525
12	-24922004.7939511351	-24922004.8154486530	1215.7758
13	-24922004.8310548589	-24922004.7323232256	1213.7749
14	-24922004.8307345025	-24922004.8307372443	1215.5917
15	-24922004.8311368264	-24922004.8309128471	1213.8339
16	-24922004.8323198706	-24922004.8305271752	1216.6190
17	-24922004.8325314783	-24922004.8325775713	1215.6546
18	-24922004.8326418512	-24922004.8327621855	1211.8903
19	-24922004.8328142688	-24922004.8323351331	1215.2218
20	-24922004.8328171894	-24922004.8328172415	1217.8301

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594370	yes
