# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24407.54
# Final LL: -24922004.8328171931

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1229.5020
2	-24931705.3825929165	-24931705.3825929165	1228.3571
3	-24924580.5610262454	-24924208.4403338581	1232.1597
4	-24922180.6329265237	-24920961.6308634877	1228.4898
5	-24922056.5934017636	-24922049.8330515996	1227.9005
6	-24922022.8829780072	-24922010.3023959212	1228.8400
7	-24922006.9502734877	-24921992.6711035930	1228.2784
8	-24922005.5520482585	-24922005.4175381921	1229.1070
9	-24922005.1160412431	-24922004.9184747078	1215.6700
10	-24922004.7226800770	-24922001.0943549387	1212.9252
11	-24922004.7707911246	-24922004.7655480467	1212.9011
12	-24922004.7939511314	-24922004.8154486679	1213.9383
13	-24922004.8310548589	-24922004.7323232070	1216.8715
14	-24922004.8307345062	-24922004.8307372481	1213.5294
15	-24922004.8311368302	-24922004.8309128508	1214.6257
16	-24922004.8323198743	-24922004.8305271789	1213.2992
17	-24922004.8325314820	-24922004.8325775750	1217.1491
18	-24922004.8326418437	-24922004.8327621408	1217.5434
19	-24922004.8328142650	-24922004.8323352225	1212.4821
20	-24922004.8328171931	-24922004.8328172453	1213.2036

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31880617	1.17440875	yes
6	0.56102168	1.82241348	yes
9	0.51393182	1.64585965	yes
12	0.53659779	1.72636206	yes
15	0.51519286	1.65014072	yes
18	0.51689179	1.65594370	yes
