# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 25594.25
# Final LL: -24921984.6973858252

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1245.8213
2	-24931753.8699100576	-24931753.8699100576	1229.6116
3	-24924706.0613545813	-24924342.0178996399	1295.6356
4	-24922221.3974665366	-24920868.4807640240	1261.5840
5	-24922069.6711685956	-24922059.8034080602	1260.2340
6	-24922022.9459476694	-24922002.1533393189	1262.6249
7	-24921985.7161372751	-24921839.7446937710	1259.9679
8	-24921985.0353142321	-24921985.0226320736	1265.4128
9	-24921984.8442135677	-24921984.7696417980	1271.7207
10	-24921984.7084992975	-24921984.3759562001	1274.2255
11	-24921984.7052049600	-24921984.7051230036	1277.8442
12	-24921984.7024570853	-24921984.6886394657	1304.1742
13	-24921984.6978665739	-24921984.7093027905	1296.6680
14	-24921984.6975961514	-24921984.6975792237	1296.5319
15	-24921984.6975228339	-24921984.6974955611	1276.2357
16	-24921984.6974372864	-24921984.6980356760	1289.1168
17	-24921984.6974264048	-24921984.6974248178	1281.2852
18	-24921984.6974130273	-24921984.6974847279	1309.1455
19	-24921984.6973875053	-24921984.6974411421	1317.5652
20	-24921984.6973858252	-24921984.6973857060	1318.2042

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360607	yes
