# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24600.80
# Final LL: -24921984.6973858252

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1223.0329
2	-24931753.8699100576	-24931753.8699100576	1223.3033
3	-24924706.0613545775	-24924342.0178996362	1223.8335
4	-24922221.3974665441	-24920868.4807640463	1238.9224
5	-24922069.6711685918	-24922059.8034080528	1225.9935
6	-24922022.9459476694	-24922002.1533393264	1241.4734
7	-24921985.7161372751	-24921839.7446937114	1223.4653
8	-24921985.0353142284	-24921985.0226320699	1221.6314
9	-24921984.8442135677	-24921984.7696418017	1221.1334
10	-24921984.7084992938	-24921984.3759561330	1221.9467
11	-24921984.7052049525	-24921984.7051229961	1241.1685
12	-24921984.7024570927	-24921984.6886400953	1238.3638
13	-24921984.6978665590	-24921984.7093026564	1225.0330
14	-24921984.6975961477	-24921984.6975792199	1247.6459
15	-24921984.6975228339	-24921984.6974955648	1221.5699
16	-24921984.6974372789	-24921984.6980352253	1223.2247
17	-24921984.6974264011	-24921984.6974248178	1221.7705
18	-24921984.6974130310	-24921984.6974847578	1242.4664
19	-24921984.6973875053	-24921984.6974411085	1237.6756
20	-24921984.6973858252	-24921984.6973857060	1236.4314

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360607	yes
