# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 26059.59
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1293.8319
2	-24931753.8699100576	-24931753.8699100576	1305.8976
3	-24924706.0613545813	-24924342.0178996399	1308.4769
4	-24922221.3974665403	-24920868.4807640314	1309.3300
5	-24922069.6711686067	-24922059.8034080714	1308.4431
6	-24922022.9459476732	-24922002.1533393152	1310.5868
7	-24921985.7161372788	-24921839.7446938865	1308.8080
8	-24921985.0353142321	-24921985.0226320736	1312.6658
9	-24921984.8442135639	-24921984.7696417905	1308.7897
10	-24921984.7084992938	-24921984.3759562187	1308.8028
11	-24921984.7052049600	-24921984.7051230036	1310.6011
12	-24921984.7024570778	-24921984.6886391006	1310.9725
13	-24921984.6978665739	-24921984.7093028463	1309.2818
14	-24921984.6975961477	-24921984.6975792199	1302.2729
15	-24921984.6975228339	-24921984.6974955648	1294.5644
16	-24921984.6974372864	-24921984.6980354935	1290.6351
17	-24921984.6974264011	-24921984.6974248141	1292.3198
18	-24921984.6974130273	-24921984.6974849030	1289.0984
19	-24921984.6973875016	-24921984.6974411197	1293.8431
20	-24921984.6973858215	-24921984.6973857023	1289.7435

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835947	yes
18	0.51620884	1.65360608	yes
