# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 25515.99
# Final LL: -24921984.6973858178

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1281.8553
2	-24931753.8699100614	-24931753.8699100614	1277.9966
3	-24924706.0613545813	-24924342.0178996399	1277.3983
4	-24922221.3974665478	-24920868.4807640500	1279.4052
5	-24922069.6711685956	-24922059.8034080565	1279.7455
6	-24922022.9459476732	-24922002.1533393301	1277.3302
7	-24921985.7161372714	-24921839.7446935363	1290.2011
8	-24921985.0353142284	-24921985.0226320699	1294.2986
9	-24921984.8442135714	-24921984.7696418092	1292.1689
10	-24921984.7084993012	-24921984.3759561591	1292.7671
11	-24921984.7052049600	-24921984.7051230036	1296.8836
12	-24921984.7024570927	-24921984.6886398308	1301.8679
13	-24921984.6978665739	-24921984.7093027383	1301.4830
14	-24921984.6975961477	-24921984.6975792199	1302.6088
15	-24921984.6975228377	-24921984.6974955723	1306.8270
16	-24921984.6974372752	-24921984.6980347820	1305.5101
17	-24921984.6974263899	-24921984.6974248029	1228.5740
18	-24921984.6974130310	-24921984.6974851787	1203.3614
19	-24921984.6973875090	-24921984.6974410638	1202.1806
20	-24921984.6973858178	-24921984.6973856986	1222.7609

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620885	1.65360609	yes
