# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24679.60
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1259.8943
2	-24931753.8699100576	-24931753.8699100576	1292.4514
3	-24924706.0613545850	-24924342.0178996436	1227.8635
4	-24922221.3974665441	-24920868.4807640351	1219.6939
5	-24922069.6711685956	-24922059.8034080565	1223.8743
6	-24922022.9459476732	-24922002.1533393301	1234.0283
7	-24921985.7161372751	-24921839.7446936257	1234.8755
8	-24921985.0353142209	-24921985.0226320624	1220.3629
9	-24921984.8442135677	-24921984.7696418129	1223.9568
10	-24921984.7084993012	-24921984.3759561777	1256.5748
11	-24921984.7052049562	-24921984.7051229998	1265.1015
12	-24921984.7024570853	-24921984.6886397861	1251.7626
13	-24921984.6978665702	-24921984.7093027607	1228.1291
14	-24921984.6975961477	-24921984.6975792199	1220.7988
15	-24921984.6975228377	-24921984.6974955723	1220.9985
16	-24921984.6974372752	-24921984.6980347820	1219.5927
17	-24921984.6974264048	-24921984.6974248216	1220.8102
18	-24921984.6974130273	-24921984.6974844076	1219.4013
19	-24921984.6973875090	-24921984.6974411458	1218.7226
20	-24921984.6973858215	-24921984.6973857023	1220.0172

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360607	yes
