# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24584.93
# Final LL: -24921984.6973858252

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1237.3593
2	-24931753.8699100614	-24931753.8699100614	1275.0859
3	-24924706.0613545813	-24924342.0178996399	1238.4748
4	-24922221.3974665441	-24920868.4807640426	1222.7323
5	-24922069.6711685918	-24922059.8034080528	1218.2254
6	-24922022.9459476694	-24922002.1533393264	1219.6217
7	-24921985.7161372863	-24921839.7446939833	1220.0090
8	-24921985.0353142284	-24921985.0226320699	1221.7222
9	-24921984.8442135677	-24921984.7696418054	1218.2055
10	-24921984.7084992900	-24921984.3759560883	1218.4373
11	-24921984.7052049600	-24921984.7051230036	1218.4007
12	-24921984.7024570853	-24921984.6886392757	1221.9706
13	-24921984.6978665590	-24921984.7093027607	1222.9904
14	-24921984.6975961439	-24921984.6975792162	1218.4736
15	-24921984.6975228339	-24921984.6974955685	1218.8330
16	-24921984.6974372864	-24921984.6980353110	1220.1533
17	-24921984.6974264048	-24921984.6974248178	1220.6442
18	-24921984.6974130310	-24921984.6974847987	1219.9406
19	-24921984.6973875016	-24921984.6974411197	1254.1281
20	-24921984.6973858252	-24921984.6973857060	1278.7705

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360607	yes
