# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24469.40
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1220.3482
2	-24931753.8699100576	-24931753.8699100576	1219.9647
3	-24924706.0613545813	-24924342.0178996399	1222.3947
4	-24922221.3974665329	-24920868.4807640128	1235.1157
5	-24922069.6711685918	-24922059.8034080565	1219.6623
6	-24922022.9459476732	-24922002.1533393338	1221.2377
7	-24921985.7161372863	-24921839.7446938381	1223.5445
8	-24921985.0353142284	-24921985.0226320699	1219.6090
9	-24921984.8442135677	-24921984.7696418054	1219.0966
10	-24921984.7084992900	-24921984.3759560883	1234.7673
11	-24921984.7052049562	-24921984.7051229998	1221.2966
12	-24921984.7024570927	-24921984.6886397749	1219.8443
13	-24921984.6978665590	-24921984.7093026787	1219.4618
14	-24921984.6975961402	-24921984.6975792125	1219.9910
15	-24921984.6975228339	-24921984.6974955723	1220.7599
16	-24921984.6974372827	-24921984.6980349980	1220.1896
17	-24921984.6974264011	-24921984.6974248141	1219.2528
18	-24921984.6974130273	-24921984.6974847950	1233.7633
19	-24921984.6973875090	-24921984.6974411272	1218.2777
20	-24921984.6973858215	-24921984.6973857023	1240.0863

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620885	1.65360610	yes
