# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 25727.61
# Final LL: -24921984.6973858252

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1293.5358
2	-24931753.8699100576	-24931753.8699100576	1289.3044
3	-24924706.0613545813	-24924342.0178996399	1294.2105
4	-24922221.3974665403	-24920868.4807640314	1289.8016
5	-24922069.6711685956	-24922059.8034080565	1290.4226
6	-24922022.9459476694	-24922002.1533393227	1294.9043
7	-24921985.7161372714	-24921839.7446936779	1292.0972
8	-24921985.0353142321	-24921985.0226320736	1289.7940
9	-24921984.8442135677	-24921984.7696417980	1294.7823
10	-24921984.7084993012	-24921984.3759562448	1282.3846
11	-24921984.7052049600	-24921984.7051230036	1279.1911
12	-24921984.7024570927	-24921984.6886398308	1283.7429
13	-24921984.6978665702	-24921984.7093027271	1281.0229
14	-24921984.6975961439	-24921984.6975792162	1277.6632
15	-24921984.6975228339	-24921984.6974955685	1279.4223
16	-24921984.6974372752	-24921984.6980349123	1278.4434
17	-24921984.6974264011	-24921984.6974248178	1280.6068
18	-24921984.6974130273	-24921984.6974845789	1279.3399
19	-24921984.6973875090	-24921984.6974411272	1276.9067
20	-24921984.6973858252	-24921984.6973857060	1299.1807

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360608	yes
