# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24784.65
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1260.1645
2	-24931753.8699100614	-24931753.8699100614	1243.0836
3	-24924706.0613545775	-24924342.0178996362	1236.2784
4	-24922221.3974665366	-24920868.4807640314	1227.3597
5	-24922069.6711685993	-24922059.8034080639	1232.6513
6	-24922022.9459476694	-24922002.1533393152	1227.8387
7	-24921985.7161372751	-24921839.7446938269	1224.1271
8	-24921985.0353142209	-24921985.0226320624	1218.8925
9	-24921984.8442135677	-24921984.7696418129	1219.5977
10	-24921984.7084992975	-24921984.3759561330	1230.6735
11	-24921984.7052049525	-24921984.7051229961	1227.6223
12	-24921984.7024570927	-24921984.6886401884	1231.5252
13	-24921984.6978665553	-24921984.7093026489	1263.0671
14	-24921984.6975961439	-24921984.6975792162	1240.6736
15	-24921984.6975228377	-24921984.6974955723	1241.5062
16	-24921984.6974372789	-24921984.6980347335	1267.6358
17	-24921984.6974264011	-24921984.6974248178	1246.7290
18	-24921984.6974130273	-24921984.6974846870	1278.4268
19	-24921984.6973875053	-24921984.6974411234	1228.8163
20	-24921984.6973858215	-24921984.6973857023	1237.2110

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360606	yes
