# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21204.95
# Final LL: -24921984.5328086726

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1231.2385
2	-24931755.5606291555	-24931755.5606291555	1241.7453
3	-24924706.7941584252	-24924342.6446687318	1231.9388
4	-24922220.8886338770	-24920866.5352249369	1247.1011
5	-24922069.3907122612	-24922059.5588301904	1282.1871
6	-24922022.7391851246	-24922001.9815329909	1233.8565
7	-24921985.5832203291	-24921840.1925978139	1256.6008
8	-24921984.8823108226	-24921984.8688346632	1251.2512
9	-24921984.6839971356	-24921984.6057467461	1282.3371
10	-24921984.5412560925	-24921984.1746187694	1238.3458
11	-24921984.5396276526	-24921984.5396088623	1228.3521
12	-24921984.5374782383	-24921984.5463462025	1234.3763
13	-24921984.5334980376	-24921984.5421511494	1234.3071
14	-24921984.5330744013	-24921984.5330239385	1231.9153
15	-24921984.5329458974	-24921984.5328899436	1231.8163
16	-24921984.5328060575	-24921984.5345311016	1232.4667
17	-24921984.5328086726	-24921984.5328086242	1314.5852

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
