# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20854.20
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1226.2531
2	-24931755.5606291592	-24931755.5606291592	1229.2195
3	-24924706.7941584252	-24924342.6446687318	1227.4438
4	-24922220.8886338845	-24920866.5352249555	1226.4783
5	-24922069.3907122612	-24922059.5588301904	1229.0752
6	-24922022.7391851284	-24922001.9815329984	1225.3150
7	-24921985.5832203329	-24921840.1925977618	1226.5386
8	-24921984.8823108226	-24921984.8688346632	1226.6451
9	-24921984.6839971356	-24921984.6057467461	1224.4810
10	-24921984.5412560925	-24921984.1746187694	1225.7233
11	-24921984.5396276563	-24921984.5396088660	1225.3569
12	-24921984.5374782346	-24921984.5463460684	1227.4879
13	-24921984.5334980376	-24921984.5421511866	1227.0868
14	-24921984.5330743976	-24921984.5330239348	1225.9681
15	-24921984.5329458937	-24921984.5328899436	1227.4010
16	-24921984.5328060538	-24921984.5345310979	1225.9480
17	-24921984.5328086764	-24921984.5328086279	1227.0206

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
