# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20863.07
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1227.5918
2	-24931755.5606291592	-24931755.5606291592	1228.8324
3	-24924706.7941584215	-24924342.6446687281	1225.9930
4	-24922220.8886338733	-24920866.5352249369	1228.4460
5	-24922069.3907122612	-24922059.5588301904	1225.6790
6	-24922022.7391851284	-24922001.9815329984	1225.5905
7	-24921985.5832203329	-24921840.1925977618	1231.2900
8	-24921984.8823108226	-24921984.8688346632	1227.7666
9	-24921984.6839971356	-24921984.6057467461	1227.4691
10	-24921984.5412560925	-24921984.1746187694	1229.8684
11	-24921984.5396276563	-24921984.5396088660	1227.8233
12	-24921984.5374782346	-24921984.5463460684	1225.6341
13	-24921984.5334980339	-24921984.5421511792	1225.0474
14	-24921984.5330743976	-24921984.5330239348	1225.4194
15	-24921984.5329458937	-24921984.5328899398	1225.9182
16	-24921984.5328060500	-24921984.5345306210	1228.4515
17	-24921984.5328086764	-24921984.5328086279	1225.6105

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
