# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20841.89
# Final LL: -24921984.5328086801

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1226.3858
2	-24931755.5606291555	-24931755.5606291555	1227.1595
3	-24924706.7941584252	-24924342.6446687318	1225.2323
4	-24922220.8886338770	-24920866.5352249369	1224.6009
5	-24922069.3907122575	-24922059.5588301867	1226.8186
6	-24922022.7391851284	-24922001.9815330021	1225.7406
7	-24921985.5832203291	-24921840.1925976165	1227.1461
8	-24921984.8823108189	-24921984.8688346595	1225.4521
9	-24921984.6839971282	-24921984.6057467349	1226.0176
10	-24921984.5412560888	-24921984.1746188328	1225.7462
11	-24921984.5396276526	-24921984.5396088623	1227.3517
12	-24921984.5374782346	-24921984.5463461019	1225.3640
13	-24921984.5334980339	-24921984.5421511605	1224.3709
14	-24921984.5330743976	-24921984.5330239348	1225.7770
15	-24921984.5329458974	-24921984.5328899510	1225.6633
16	-24921984.5328060612	-24921984.5345310159	1226.5987
17	-24921984.5328086801	-24921984.5328086317	1225.9502

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
