# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20857.70
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1230.8257
2	-24931755.5606291592	-24931755.5606291592	1227.5435
3	-24924706.7941584252	-24924342.6446687318	1224.8470
4	-24922220.8886338808	-24920866.5352249481	1225.7002
5	-24922069.3907122575	-24922059.5588301867	1228.7426
6	-24922022.7391851246	-24922001.9815329947	1227.4581
7	-24921985.5832203329	-24921840.1925978474	1226.6417
8	-24921984.8823108189	-24921984.8688346595	1226.7647
9	-24921984.6839971319	-24921984.6057467423	1225.6117
10	-24921984.5412560962	-24921984.1746188588	1226.3180
11	-24921984.5396276526	-24921984.5396088585	1227.6730
12	-24921984.5374782383	-24921984.5463462658	1224.5212
13	-24921984.5334980413	-24921984.5421511531	1226.0264
14	-24921984.5330743901	-24921984.5330239236	1225.8967
15	-24921984.5329458937	-24921984.5328899510	1231.4332
16	-24921984.5328060538	-24921984.5345299654	1225.8606
17	-24921984.5328086764	-24921984.5328086279	1225.2720

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
