# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21386.12
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1305.0042
2	-24931755.5606291555	-24931755.5606291555	1305.6706
3	-24924706.7941584289	-24924342.6446687356	1304.9439
4	-24922220.8886338733	-24920866.5352249220	1310.7026
5	-24922069.3907122575	-24922059.5588301867	1281.0535
6	-24922022.7391851284	-24922001.9815330021	1314.4567
7	-24921985.5832203366	-24921840.1925977953	1234.1256
8	-24921984.8823108189	-24921984.8688346595	1232.9146
9	-24921984.6839971319	-24921984.6057467461	1234.0257
10	-24921984.5412560925	-24921984.1746188141	1234.0381
11	-24921984.5396276563	-24921984.5396088660	1232.6588
12	-24921984.5374782346	-24921984.5463460684	1231.8694
13	-24921984.5334980339	-24921984.5421511792	1234.4243
14	-24921984.5330743976	-24921984.5330239348	1232.0027
15	-24921984.5329458974	-24921984.5328899510	1230.6858
16	-24921984.5328060538	-24921984.5345300585	1233.2449
17	-24921984.5328086764	-24921984.5328086279	1233.7046

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
