# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20857.39
# Final LL: -24921984.5328086726

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1226.3352
2	-24931755.5606291555	-24931755.5606291555	1228.1200
3	-24924706.7941584252	-24924342.6446687318	1225.6125
4	-24922220.8886338770	-24920866.5352249369	1227.0903
5	-24922069.3907122612	-24922059.5588301904	1230.5016
6	-24922022.7391851321	-24922001.9815330058	1227.2517
7	-24921985.5832203291	-24921840.1925975308	1227.8217
8	-24921984.8823108226	-24921984.8688346632	1227.5112
9	-24921984.6839971356	-24921984.6057467461	1230.5740
10	-24921984.5412560925	-24921984.1746187694	1225.5125
11	-24921984.5396276526	-24921984.5396088623	1227.0429
12	-24921984.5374782272	-24921984.5463460907	1225.2502
13	-24921984.5334980376	-24921984.5421512052	1225.5635
14	-24921984.5330744013	-24921984.5330239385	1226.5812
15	-24921984.5329458974	-24921984.5328899436	1225.3381
16	-24921984.5328060500	-24921984.5345301442	1225.2224
17	-24921984.5328086726	-24921984.5328086242	1225.5546

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
