# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24549.57
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1228.0144
2	-24931753.8699100614	-24931753.8699100614	1225.4765
3	-24924706.0613545813	-24924342.0178996399	1227.5994
4	-24922221.3974665441	-24920868.4807640426	1228.4592
5	-24922069.6711685956	-24922059.8034080565	1229.5652
6	-24922022.9459476694	-24922002.1533393227	1226.6189
7	-24921985.7161372863	-24921839.7446940392	1226.9747
8	-24921985.0353142321	-24921985.0226320736	1231.0592
9	-24921984.8442135677	-24921984.7696418017	1227.9537
10	-24921984.7084992975	-24921984.3759562001	1227.2360
11	-24921984.7052049562	-24921984.7051229998	1226.5571
12	-24921984.7024570815	-24921984.6886395551	1224.6308
13	-24921984.6978665590	-24921984.7093027644	1226.9759
14	-24921984.6975961402	-24921984.6975792125	1227.6504
15	-24921984.6975228339	-24921984.6974955723	1229.7254
16	-24921984.6974372789	-24921984.6980348639	1226.1560
17	-24921984.6974264011	-24921984.6974248178	1229.3751
18	-24921984.6974130310	-24921984.6974847578	1225.5613
19	-24921984.6973875128	-24921984.6974411160	1226.8453
20	-24921984.6973858215	-24921984.6973857023	1226.4503

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360607	yes
