# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24550.53
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1228.7239
2	-24931753.8699100614	-24931753.8699100614	1229.3236
3	-24924706.0613545813	-24924342.0178996399	1225.4587
4	-24922221.3974665403	-24920868.4807640314	1225.8157
5	-24922069.6711685993	-24922059.8034080639	1226.5934
6	-24922022.9459476657	-24922002.1533393078	1225.8311
7	-24921985.7161372826	-24921839.7446941510	1227.3018
8	-24921985.0353142284	-24921985.0226320699	1226.8964
9	-24921984.8442135677	-24921984.7696418054	1226.2581
10	-24921984.7084992938	-24921984.3759561330	1227.1908
11	-24921984.7052049562	-24921984.7051229998	1226.5850
12	-24921984.7024570853	-24921984.6886395961	1228.3085
13	-24921984.6978665628	-24921984.7093027458	1228.1834
14	-24921984.6975961439	-24921984.6975792162	1228.2642
15	-24921984.6975228377	-24921984.6974955760	1229.5737
16	-24921984.6974372678	-24921984.6980343349	1226.2971
17	-24921984.6974264011	-24921984.6974248216	1226.8594
18	-24921984.6974130310	-24921984.6974844374	1227.1474
19	-24921984.6973875053	-24921984.6974411085	1227.5853
20	-24921984.6973858215	-24921984.6973857023	1231.7414

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835947	yes
18	0.51620884	1.65360607	yes
