# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 20
# Total time (ms): 24560.48
# Final LL: -24921984.6973858215

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186866	-25075245.8440186866	1230.5269
2	-24931753.8699100614	-24931753.8699100614	1231.4735
3	-24924706.0613545813	-24924342.0178996399	1227.1853
4	-24922221.3974665366	-24920868.4807640240	1230.6436
5	-24922069.6711685993	-24922059.8034080639	1227.5488
6	-24922022.9459476694	-24922002.1533393152	1225.7354
7	-24921985.7161372788	-24921839.7446939163	1227.7152
8	-24921985.0353142284	-24921985.0226320699	1226.0207
9	-24921984.8442135714	-24921984.7696418092	1232.3040
10	-24921984.7084992938	-24921984.3759560697	1225.7743
11	-24921984.7052049562	-24921984.7051229998	1227.3384
12	-24921984.7024570853	-24921984.6886395961	1228.7615
13	-24921984.6978665553	-24921984.7093027271	1227.3808
14	-24921984.6975961439	-24921984.6975792162	1226.1481
15	-24921984.6975228339	-24921984.6974955685	1228.2101
16	-24921984.6974372752	-24921984.6980349123	1226.4460
17	-24921984.6974263974	-24921984.6974248141	1227.0663
18	-24921984.6974130310	-24921984.6974848248	1229.3044
19	-24921984.6973875090	-24921984.6974410936	1227.3124
20	-24921984.6973858215	-24921984.6973857023	1226.7333

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31608062	1.16972851	yes
6	0.56391933	1.83452298	yes
9	0.50794168	1.62582356	yes
12	0.53653666	1.72613438	yes
15	0.51466897	1.64835946	yes
18	0.51620884	1.65360606	yes
