# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 22206.49
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1330.9338
2	-24931755.5606291555	-24931755.5606291555	1330.3017
3	-24924706.7941584252	-24924342.6446687318	1328.2637
4	-24922220.8886338659	-24920866.5352249108	1323.6446
5	-24922069.3907122612	-24922059.5588301942	1321.1366
6	-24922022.7391851321	-24922001.9815330021	1324.0092
7	-24921985.5832203254	-24921840.1925974376	1322.9353
8	-24921984.8823108152	-24921984.8688346557	1341.1007
9	-24921984.6839971319	-24921984.6057467461	1294.6310
10	-24921984.5412560962	-24921984.1746188365	1320.5148
11	-24921984.5396276563	-24921984.5396088660	1281.5491
12	-24921984.5374782309	-24921984.5463460945	1272.8084
13	-24921984.5334980339	-24921984.5421511978	1312.6963
14	-24921984.5330743939	-24921984.5330239311	1266.5150
15	-24921984.5329458900	-24921984.5328899398	1277.6337
16	-24921984.5328060612	-24921984.5345325321	1281.5560
17	-24921984.5328086764	-24921984.5328086279	1275.3972

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835003	yes
