# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21653.44
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1313.6298
2	-24931755.5606291592	-24931755.5606291592	1311.9321
3	-24924706.7941584252	-24924342.6446687318	1301.9220
4	-24922220.8886338696	-24920866.5352249220	1307.6487
5	-24922069.3907122612	-24922059.5588301942	1307.9898
6	-24922022.7391851321	-24922001.9815330058	1310.3583
7	-24921985.5832203366	-24921840.1925977096	1302.3259
8	-24921984.8823108189	-24921984.8688346595	1314.6468
9	-24921984.6839971319	-24921984.6057467461	1294.7749
10	-24921984.5412560888	-24921984.1746187657	1221.6124
11	-24921984.5396276526	-24921984.5396088623	1238.7531
12	-24921984.5374782346	-24921984.5463461019	1242.7248
13	-24921984.5334980376	-24921984.5421511680	1243.2043
14	-24921984.5330744013	-24921984.5330239385	1219.3853
15	-24921984.5329458974	-24921984.5328899436	1239.1370
16	-24921984.5328060538	-24921984.5345306247	1219.3855
17	-24921984.5328086764	-24921984.5328086279	1263.3142

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835003	yes
