# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21577.19
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1275.8550
2	-24931755.5606291592	-24931755.5606291592	1265.2901
3	-24924706.7941584215	-24924342.6446687281	1259.4080
4	-24922220.8886338770	-24920866.5352249444	1261.0154
5	-24922069.3907122575	-24922059.5588301867	1261.8531
6	-24922022.7391851246	-24922001.9815329947	1270.1734
7	-24921985.5832203329	-24921840.1925978474	1281.9262
8	-24921984.8823108114	-24921984.8688346520	1278.5421
9	-24921984.6839971244	-24921984.6057467386	1276.8311
10	-24921984.5412560925	-24921984.1746188998	1271.0889
11	-24921984.5396276563	-24921984.5396088660	1261.3851
12	-24921984.5374782346	-24921984.5463460684	1261.8738
13	-24921984.5334980413	-24921984.5421511903	1260.2824
14	-24921984.5330743901	-24921984.5330239236	1267.8805
15	-24921984.5329458974	-24921984.5328899585	1273.5834
16	-24921984.5328060575	-24921984.5345294029	1274.7630
17	-24921984.5328086764	-24921984.5328086279	1274.8940

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835003	yes
