# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21902.79
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1322.9127
2	-24931755.5606291555	-24931755.5606291555	1279.4864
3	-24924706.7941584252	-24924342.6446687318	1314.7242
4	-24922220.8886338808	-24920866.5352249481	1289.6862
5	-24922069.3907122612	-24922059.5588301904	1283.9813
6	-24922022.7391851321	-24922001.9815330058	1284.2884
7	-24921985.5832203291	-24921840.1925975308	1277.9266
8	-24921984.8823108152	-24921984.8688346557	1286.1226
9	-24921984.6839971282	-24921984.6057467386	1290.4239
10	-24921984.5412560813	-24921984.1746187136	1288.7508
11	-24921984.5396276526	-24921984.5396088623	1295.5038
12	-24921984.5374782346	-24921984.5463459753	1280.8410
13	-24921984.5334980339	-24921984.5421511605	1280.7625
14	-24921984.5330743939	-24921984.5330239311	1282.9933
15	-24921984.5329458937	-24921984.5328899473	1269.4687
16	-24921984.5328060538	-24921984.5345305316	1280.8272
17	-24921984.5328086764	-24921984.5328086279	1293.2257

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
