# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 20598.46
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1201.9515
2	-24931755.5606291592	-24931755.5606291592	1203.9887
3	-24924706.7941584289	-24924342.6446687356	1225.8380
4	-24922220.8886338808	-24920866.5352249406	1202.6470
5	-24922069.3907122612	-24922059.5588301904	1224.2296
6	-24922022.7391851284	-24922001.9815329984	1202.5000
7	-24921985.5832203291	-24921840.1925976723	1207.8467
8	-24921984.8823108189	-24921984.8688346595	1210.7959
9	-24921984.6839971356	-24921984.6057467498	1207.4954
10	-24921984.5412560888	-24921984.1746186987	1213.9658
11	-24921984.5396276563	-24921984.5396088660	1215.7874
12	-24921984.5374782383	-24921984.5463460423	1211.4170
13	-24921984.5334980376	-24921984.5421511643	1215.8849
14	-24921984.5330743939	-24921984.5330239311	1210.9679
15	-24921984.5329458974	-24921984.5328899547	1213.8097
16	-24921984.5328060575	-24921984.5345299691	1224.7621
17	-24921984.5328086764	-24921984.5328086279	1204.0723

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
