# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21496.27
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1312.7948
2	-24931755.5606291555	-24931755.5606291555	1261.7819
3	-24924706.7941584252	-24924342.6446687318	1280.4549
4	-24922220.8886338659	-24920866.5352249108	1264.2095
5	-24922069.3907122612	-24922059.5588301942	1281.3501
6	-24922022.7391851284	-24922001.9815329947	1273.2181
7	-24921985.5832203329	-24921840.1925977618	1225.1398
8	-24921984.8823108152	-24921984.8688346557	1221.3574
9	-24921984.6839971319	-24921984.6057467498	1221.1844
10	-24921984.5412560888	-24921984.1746187396	1220.3364
11	-24921984.5396276526	-24921984.5396088623	1220.3281
12	-24921984.5374782346	-24921984.5463461019	1220.8276
13	-24921984.5334980339	-24921984.5421511605	1221.2144
14	-24921984.5330743976	-24921984.5330239348	1342.4962
15	-24921984.5329458937	-24921984.5328899398	1307.7395
16	-24921984.5328060538	-24921984.5345310979	1322.5814
17	-24921984.5328086764	-24921984.5328086279	1298.5804

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
