# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21315.07
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1286.8532
2	-24931755.5606291592	-24931755.5606291592	1262.5033
3	-24924706.7941584215	-24924342.6446687281	1261.9489
4	-24922220.8886338659	-24920866.5352249183	1257.6490
5	-24922069.3907122612	-24922059.5588301942	1254.7435
6	-24922022.7391851284	-24922001.9815329947	1248.5602
7	-24921985.5832203366	-24921840.1925978512	1245.9452
8	-24921984.8823108189	-24921984.8688346595	1251.1352
9	-24921984.6839971319	-24921984.6057467461	1249.4219
10	-24921984.5412560962	-24921984.1746188588	1249.9222
11	-24921984.5396276563	-24921984.5396088660	1247.2647
12	-24921984.5374782421	-24921984.5463462062	1246.9521
13	-24921984.5334980264	-24921984.5421511307	1246.4463
14	-24921984.5330743939	-24921984.5330239348	1250.9288
15	-24921984.5329458900	-24921984.5328899361	1252.4027
16	-24921984.5328060575	-24921984.5345320515	1251.5132
17	-24921984.5328086764	-24921984.5328086279	1250.1395

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835003	yes
