# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21829.85
# Final LL: -24921984.5328086726

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1296.9723
2	-24931755.5606291555	-24931755.5606291555	1286.9795
3	-24924706.7941584252	-24924342.6446687318	1272.4133
4	-24922220.8886338733	-24920866.5352249295	1276.4785
5	-24922069.3907122612	-24922059.5588301942	1274.7875
6	-24922022.7391851321	-24922001.9815330058	1271.0592
7	-24921985.5832203217	-24921840.1925973482	1273.2296
8	-24921984.8823108114	-24921984.8688346520	1273.7681
9	-24921984.6839971319	-24921984.6057467498	1273.8434
10	-24921984.5412560888	-24921984.1746187173	1284.3108
11	-24921984.5396276526	-24921984.5396088623	1289.9640
12	-24921984.5374782346	-24921984.5463461019	1291.0262
13	-24921984.5334980339	-24921984.5421511605	1289.2350
14	-24921984.5330743939	-24921984.5330239311	1290.4767
15	-24921984.5329458937	-24921984.5328899473	1298.9403
16	-24921984.5328060612	-24921984.5345314890	1305.8169
17	-24921984.5328086726	-24921984.5328086242	1280.0011

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
