# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21991.56
# Final LL: -24921984.5328086726

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1227.8812
2	-24931755.5606291592	-24931755.5606291592	1255.0431
3	-24924706.7941584252	-24924342.6446687318	1262.9994
4	-24922220.8886338845	-24920866.5352249555	1233.3791
5	-24922069.3907122575	-24922059.5588301867	1280.7219
6	-24922022.7391851246	-24922001.9815329947	1252.4665
7	-24921985.5832203329	-24921840.1925978474	1237.9711
8	-24921984.8823108189	-24921984.8688346595	1241.0101
9	-24921984.6839971282	-24921984.6057467349	1281.9346
10	-24921984.5412560850	-24921984.1746187881	1282.5716
11	-24921984.5396276563	-24921984.5396088660	1292.0814
12	-24921984.5374782309	-24921984.5463459045	1335.3230
13	-24921984.5334980339	-24921984.5421511978	1353.8509
14	-24921984.5330743976	-24921984.5330239348	1369.8206
15	-24921984.5329458937	-24921984.5328899398	1380.6100
16	-24921984.5328060500	-24921984.5345306210	1374.5263
17	-24921984.5328086726	-24921984.5328086242	1328.4152

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835003	yes
