# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21903.27
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1281.6793
2	-24931755.5606291592	-24931755.5606291592	1276.8749
3	-24924706.7941584252	-24924342.6446687318	1278.0759
4	-24922220.8886338882	-24920866.5352249667	1279.7753
5	-24922069.3907122612	-24922059.5588301904	1261.5959
6	-24922022.7391851246	-24922001.9815329909	1261.9887
7	-24921985.5832203291	-24921840.1925978139	1261.7769
8	-24921984.8823108263	-24921984.8688346669	1260.0803
9	-24921984.6839971319	-24921984.6057467349	1323.3711
10	-24921984.5412560850	-24921984.1746187657	1313.8297
11	-24921984.5396276601	-24921984.5396088697	1370.1348
12	-24921984.5374782383	-24921984.5463458821	1312.9307
13	-24921984.5334980339	-24921984.5421511792	1289.0337
14	-24921984.5330743939	-24921984.5330239311	1292.7360
15	-24921984.5329458900	-24921984.5328899398	1286.0811
16	-24921984.5328060575	-24921984.5345320515	1251.4081
17	-24921984.5328086764	-24921984.5328086279	1301.1390

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
