# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21587.86
# Final LL: -24921984.5328086726

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1263.2864
2	-24931755.5606291592	-24931755.5606291592	1262.4431
3	-24924706.7941584177	-24924342.6446687244	1262.1606
4	-24922220.8886338845	-24920866.5352249704	1276.9538
5	-24922069.3907122612	-24922059.5588301904	1277.4349
6	-24922022.7391851284	-24922001.9815329984	1278.4093
7	-24921985.5832203329	-24921840.1925977618	1278.1656
8	-24921984.8823108189	-24921984.8688346595	1261.4905
9	-24921984.6839971282	-24921984.6057467349	1261.6219
10	-24921984.5412560925	-24921984.1746188812	1262.4555
11	-24921984.5396276563	-24921984.5396088660	1259.2316
12	-24921984.5374782421	-24921984.5463461429	1276.9009
13	-24921984.5334980339	-24921984.5421511419	1280.9648
14	-24921984.5330743939	-24921984.5330239311	1278.9273
15	-24921984.5329458900	-24921984.5328899398	1279.3686
16	-24921984.5328060538	-24921984.5345315747	1263.3136
17	-24921984.5328086726	-24921984.5328086242	1264.2026

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
