# EM Convergence Results
# Aitken acceleration: enabled
# Aitken damping: 0.8
# Converged: yes
# Total iterations: 17
# Total time (ms): 21423.24
# Final LL: -24921984.5328086764

=== Iteration Data ===
Iter	LL	Aitken_LL_Est	Time_ms
1	-25075245.8440186940	-25075245.8440186940	1222.5684
2	-24931755.5606291592	-24931755.5606291592	1279.8979
3	-24924706.7941584215	-24924342.6446687281	1283.3028
4	-24922220.8886338770	-24920866.5352249444	1299.2568
5	-24922069.3907122612	-24922059.5588301904	1280.1557
6	-24922022.7391851284	-24922001.9815329984	1219.6189
7	-24921985.5832203366	-24921840.1925978512	1219.1035
8	-24921984.8823108226	-24921984.8688346632	1242.9715
9	-24921984.6839971319	-24921984.6057467386	1218.0408
10	-24921984.5412560962	-24921984.1746188849	1218.9995
11	-24921984.5396276526	-24921984.5396088585	1285.8087
12	-24921984.5374782309	-24921984.5463461913	1285.4041
13	-24921984.5334980339	-24921984.5421511829	1283.5650
14	-24921984.5330743976	-24921984.5330239348	1279.9342
15	-24921984.5329458937	-24921984.5328899398	1261.5150
16	-24921984.5328060500	-24921984.5345306210	1276.3560
17	-24921984.5328086764	-24921984.5328086279	1266.0612

=== Aitken Acceleration Events ===
Iter	Lambda	Accel_Factor	Applied
3	0.31607725	1.16972275	yes
6	0.56392159	1.83453246	yes
9	0.50793472	1.62580053	yes
12	0.53653664	1.72613431	yes
15	0.51466619	1.64835004	yes
