=== Log-Likelihood Precision Test ===
Number of trials: 10
Random seed: 42

Loading data...
F81 mu is 1.34314
Loaded: 38 taxa, 73 edges, 6736 patterns
Root probs: [0.287712, 0.191584, 0.245721, 0.274983]
Allocating GPU memory...
  Post order size: 73
  Node edges size: 73
  Root edges: 3
  Allocating basic arrays...
  Allocating pattern bases...
  Allocating upward messages (0.0157353 GB)...
  Allocating upward scales...
  Allocating downward messages...
  Allocating downward scales...
  GPU memory allocation complete.
Copying data to GPU...
  post_order...
  edge_child...
  edge_parent...
  node_is_leaf (size=74)...
  leaf_taxon (size=74)...
  pattern_bases (size=255968, expect=255968)...
  trans_flat...
  weights...
  root_probs...
  node_nch...
  node_off...
  node_edges...
  root_edges...
Data copy complete.
Running 1000 GPU timing trials...

=== GPU Timing Results (1000 trials) ===
Forward pass (Pruning):
  Average: 1.170 ms
  Std Dev: 6.6193e-02 ms
  Range:   1.140 to 2.914 ms

Backward pass:
  Average: 1.578 ms
  Std Dev: 4.3950e-02 ms
  Range:   1.507 to 1.782 ms

Propagation / Pruning time ratio:
  Average: 2.349321
  Std Dev: 3.0560e-02
  Range:   1.609620 to 2.418979

=== Timing Ratio Distribution ===
Trial     Fwd_ms        Bwd_ms        Ratio
  604      1.146496      1.566272      2.366138
  605      1.160192      1.575776      2.358203
  606      1.166144      1.581664      2.356320
  607      1.148992      1.567520      2.364257
  608      1.155712      1.581920      2.368784
  609      1.166912      1.566720      2.342621
  610      1.150208      1.577632      2.371606
  611      1.144832      1.567552      2.369242
  612      1.146880      1.579648      2.377344
  613      1.149664      1.538720      2.338408
  614      1.156096      1.571616      2.359417
  615      1.161216      1.524832      2.313134
  616      1.162048      1.573856      2.354381
  617      1.155008      1.553152      2.344711
  618      1.150976      1.582304      2.374750
  619      1.149504      1.561600      2.358499
  620      1.164192      1.581056      2.358072
  621      1.152960      1.567744      2.359756
  622      1.160192      1.566720      2.350397
  623      1.158144      1.558528      2.345712
  624      1.148928      1.572576      2.368733
  625      1.153024      1.528832      2.325933
  626      1.179648      1.576960      2.336806
  627      1.157312      1.542752      2.333048
  628      1.175552      1.574336      2.339231
  629      1.140992      1.564288      2.370989
  630      1.149952      1.579744      2.373748
  631      1.155072      1.581856      2.369487
  632      1.164224      1.565696      2.344841
  633      1.149952      1.545152      2.343667
  634      1.162240      1.533952      2.319824
  635      1.147904      1.581056      2.377342
  636      1.152000      1.566720      2.360000
  637      1.166336      1.588224      2.361721
  638      1.157056      1.534592      2.326290
  639      1.141088      1.585824      2.389747
  640      1.146880      1.509024      2.315764
  641      1.147776      1.566720      2.365005
  642      1.157760      1.571840      2.357656
  643      1.151392      1.561120      2.355855
  644      1.145856      1.573888      2.373548
  645      1.144832      1.531904      2.338104
  646      1.150528      1.569408      2.364076
  647      1.146624      1.590272      2.386917
  648      1.161216      1.566656      2.349151
  649      1.168384      1.540992      2.318909
  650      1.155808      1.576960      2.364379
  651      1.146880      1.559296      2.359598
  652      1.159168      1.580032      2.363074
  653      1.148768      1.542176      2.342461
  654      1.155712      1.572864      2.360948
  655      1.154048      1.579008      2.368234
  656      1.159168      1.542144      2.330389
  657      1.149952      1.585152      2.378451
  658      1.161216      1.585120      2.365052
  659      1.148928      1.586176      2.380570
  660      1.150976      1.567616      2.361989
  661      1.149920      1.547168      2.345457
  662      1.159840      1.553408      2.339329
  663      1.171456      1.584128      2.352273
  664      1.158144      1.585152      2.368701
  665      1.164288      1.574208      2.352078
  666      1.165440      1.572672      2.349423
  667      1.165312      1.583840      2.359155
  668      1.150848      1.576768      2.370092
  669      1.147904      1.566720      2.364853
  670      1.142784      1.571680      2.375308
  671      1.142752      1.539616      2.347288
  672      1.155072      1.552384      2.343972
  673      1.158048      1.566656      2.352842
  674      1.146496      1.547968      2.350173
  675      1.154656      1.577792      2.366461
  676      1.158912      1.577952      2.361581
  677      1.148928      1.590240      2.384108
  678      1.157984      1.531488      2.322547
  679      1.148928      1.553408      2.352050
  680      1.171456      1.586176      2.354021
  681      1.156096      1.569504      2.357590
  682      1.147680      1.587200      2.382964
  683      1.163968      1.559552      2.339858
  684      1.149952      1.528448      2.329141
  685      1.155072      1.572672      2.361536
  686      1.160160      1.554048      2.339512
  687      1.153024      1.538656      2.334453
  688      1.143808      1.571008      2.373489
  689      1.152864      1.567744      2.359869
  690      1.152000      1.575552      2.367667
  691      1.150848      1.564480      2.359415
  692      1.161216      1.540096      2.326279
  693      1.159872      1.565696      2.349887
  694      1.159168      1.587200      2.369258
  695      1.159104      1.570656      2.355060
  696      1.157120      1.570720      2.357439
  697      1.179648      1.566720      2.328125
  698      1.166336      1.513472      2.297630
  699      1.148928      1.565696      2.362745
  700      1.172320      1.576960      2.345162
  701      1.157728      1.627264      2.405567
  702      1.163264      1.576960      2.355634
  703      1.149792      1.579616      2.373827
  704      1.158144      1.551008      2.339219
  705      1.159168      1.561600      2.347173
  706      1.208320      1.582080      2.309322
  707      1.171456      1.523424      2.300453
  708      1.152288      1.553408      2.348108
  709      1.157952      1.583104      2.367159
  710      1.169184      1.543904      2.320497
  711      1.166336      1.566400      2.343009
  712      1.162208      1.563360      2.345164
  713      1.162240      1.549312      2.333040
  714      1.176576      1.586720      2.348591
  715      1.155072      1.579008      2.367021
  716      1.152864      1.595232      2.383712
  717      1.177600      1.563648      2.327826
  718      1.163264      1.575936      2.354753
  719      1.165312      1.605056      2.377362
  720      1.160192      1.580032      2.361871
  721      1.167360      1.572864      2.347368
  722      1.203200      1.584128      2.316596
  723      1.159136      1.587136      2.369241
  724      1.161216      1.561600      2.344797
  725      1.159168      1.567456      2.352225
  726      1.151680      1.576960      2.369269
  727      1.161216      1.558720      2.342317
  728      1.170432      1.579936      2.349874
  729      1.148864      1.550336      2.349451
  730      1.157952      1.597440      2.379539
  731      1.160064      1.528832      2.317886
  732      1.166336      1.569632      2.345780
  733      1.156704      1.561600      2.350043
  734      1.161216      1.580032      2.360670
  735      1.158144      1.584736      2.368341
  736      1.154048      1.584128      2.372671
  737      1.152000      1.593344      2.383111
  738      1.156768      1.549184      2.339235
  739      1.152000      1.591296      2.381333
  740      1.168192      1.554432      2.330631
  741      1.159168      1.567456      2.352225
  742      1.158144      1.610752      2.390805
  743      1.150944      1.596064      2.386743
  744      1.165312      1.585824      2.360858
  745      1.171168      1.543168      2.317632
  746      1.152608      1.587200      2.377051
  747      1.158144      1.582368      2.366296
  748      1.161792      1.565696      2.347656
  749      1.167360      1.577984      2.351754
  750      1.187840      1.581056      2.331035
  751      1.167328      1.568768      2.343896
  752      1.190848      1.559680      2.309722
  753      1.168384      1.563648      2.338300
  754      1.152352      1.566720      2.359585
  755      1.150976      1.573888      2.367438
  756      1.211392      1.570816      2.296703
  757      1.169376      1.561408      2.335249
  758      1.168224      1.576960      2.349878
  759      1.154048      1.572864      2.362911
  760      1.153984      1.625088      2.408241
  761      1.157120      1.555232      2.344054
  762      1.161216      1.572416      2.354112
  763      1.158144      1.577856      2.362401
  764      1.160384      1.565696      2.349291
  765      1.173120      1.579712      2.346590
  766      1.178304      1.581056      2.341806
  767      1.164128      1.583712      2.360428
  768      1.163136      1.583712      2.361588
  769      1.161056      1.513472      2.303531
  770      1.178624      1.577760      2.338646
  771      1.160192      1.550336      2.336275
  772      1.169408      1.568320      2.341123
  773      1.149952      1.561600      2.357970
  774      1.163264      1.591296      2.367958
  775      1.165088      1.573888      2.350875
  776      1.165248      1.576672      2.353078
  777      1.163264      1.574912      2.353873
  778      1.167360      1.587840      2.360197
  779      1.168736      1.546240      2.323002
  780      1.164320      1.582080      2.358802
  781      1.162112      1.569568      2.350617
  782      1.163040      1.565696      2.346210
  783      1.177600      1.552416      2.318288
  784      1.158144      1.584128      2.367816
  785      1.168288      1.584096      2.355912
  786      1.175552      1.543552      2.313045
  787      1.151776      1.577760      2.369850
  788      1.167360      1.534976      2.314912
  789      1.159168      1.534976      2.324205
  790      1.153024      1.579008      2.369449
  791      1.156864      1.549952      2.339788
  792      1.164992      1.585152      2.360655
  793      1.165312      1.570816      2.347979
  794      1.153024      1.574816      2.365814
  795      1.167040      1.540096      2.319660
  796      1.153024      1.569472      2.361179
  797      1.161216      1.557504      2.341270
  798      1.164192      1.581696      2.358621
  799      1.159168      1.584800      2.367188
  800      1.155072      1.568512      2.357934
  801      1.161216      1.581056      2.361552
  802      1.156096      1.574912      2.362267
  803      1.151968      1.565600      2.359066
  804      1.163264      1.578624      2.357064
  805      1.149888      1.562624      2.358936
  806      1.165312      1.593568      2.367503
  807      1.158144      1.607136      2.387682
  808      1.174528      1.553408      2.322581
  809      1.158144      1.537024      2.327144
  810      1.156864      1.555456      2.344545
  811      1.148672      1.570688      2.367395
  812      1.153792      1.571552      2.362076
  813      1.154048      1.571840      2.362023
  814      1.158144      1.578720      2.363147
  815      1.147872      1.554272      2.354047
  816      1.161088      1.556224      2.340315
  817      1.149856      1.563904      2.360087
  818      1.171456      1.579008      2.347902
  819      1.143360      1.565696      2.369381
  820      1.193984      1.584032      2.326678
  821      1.153024      1.581056      2.371226
  822      1.152000      1.570432      2.363222
  823      1.147904      1.580032      2.376450
  824      1.220608      1.571840      2.287752
  825      1.168384      1.568768      2.342682
  826      1.160896      1.566720      2.349578
  827      1.159168      1.571840      2.356007
  828      1.153024      1.554432      2.348135
  829      1.149952      1.568768      2.364203
  830      1.156096      1.584832      2.370848
  831      1.163264      1.578848      2.357257
  832      1.162240      1.567744      2.348899
  833      1.163200      1.595968      2.372050
  834      1.164288      1.568768      2.347405
  835      1.146880      1.547168      2.349023
  836      1.154048      1.551360      2.344277
  837      1.152768      1.562624      2.355541
  838      1.156096      1.557440      2.347155
  839      1.170432      1.586176      2.355206
  840      1.157280      1.548192      2.337785
  841      1.153984      1.553408      2.346126
  842      1.156096      1.582080      2.368468
  843      1.161216      1.543168      2.328924
  844      1.150976      1.569120      2.363295
  845      1.153696      1.567904      2.359027
  846      1.157856      1.566720      2.353122
  847      1.169152      1.571840      2.344427
  848      1.157120      1.534656      2.326272
  849      1.166336      1.578560      2.353435
  850      1.162240      1.561568      2.343585
  851      1.157120      1.554432      2.343363
  852      1.152000      1.553408      2.348445
  853      1.162240      1.558528      2.340969
  854      1.150944      1.575936      2.369255
  855      1.148928      1.573888      2.369875
  856      1.159136      1.582656      2.365376
  857      1.176096      1.568544      2.333687
  858      1.166304      1.577920      2.352923
  859      1.164288      1.557280      2.337538
  860      1.170144      1.577984      2.348538
  861      1.161216      1.557920      2.341628
  862      1.157120      1.533952      2.325664
  863      1.160192      1.561504      2.345901
  864      1.161216      1.587200      2.366843
  865      1.151168      1.565312      2.359760
  866      1.150976      1.622016      2.409253
  867      1.166336      1.569792      2.345917
  868      1.159168      1.567712      2.352446
  869      1.155072      1.566688      2.356355
  870      1.156256      1.527648      2.321202
  871      1.170400      1.532672      2.309528
  872      1.161984      1.529856      2.316590
  873      1.146880      1.577984      2.375893
  874      1.160160      1.580032      2.361909
  875      1.157120      1.554624      2.343529
  876      1.166272      1.577600      2.352686
  877      1.154048      1.569792      2.360249
  878      1.144832      1.596416      2.394454
  879      1.167360      1.523712      2.305263
  880      1.158528      1.564672      2.350569
  881      1.145856      1.577120      2.376368
  882      1.161056      1.581888      2.362456
  883      1.144832      1.585152      2.384615
  884      1.173184      1.529856      2.304021
  885      1.151744      1.537024      2.334519
  886      1.150976      1.556480      2.352313
  887      1.159808      1.569792      2.353493
  888      1.158144      1.547840      2.336483
  889      1.157120      1.588128      2.372483
  890      1.154624      1.571744      2.361260
  891      1.147904      1.565696      2.363961
  892      1.168224      1.565696      2.340236
  893      1.149952      1.573888      2.368655
  894      1.146880      1.549216      2.350809
  895      1.160800      1.589824      2.369593
  896      1.152000      1.607680      2.395555
  897      1.150496      1.525728      2.326148
  898      1.165312      1.564672      2.342706
  899      1.150752      1.552960      2.349518
  900      1.156768      1.591456      2.375778
  901      1.146560      1.556480      2.357522
  902      1.156864      1.570816      2.357823
  903      1.163264      1.581600      2.359622
  904      1.146784      1.582784      2.380194
  905      1.155776      1.569792      2.358215
  906      1.159168      1.566144      2.351093
  907      1.154400      1.550848      2.343423
  908      1.150912      1.569920      2.364066
  909      1.147904      1.579008      2.375557
  910      1.156000      1.555232      2.345356
  911      1.156096      1.577984      2.364925
  912      1.159520      1.579008      2.361777
  913      1.155360      1.584832      2.371721
  914      1.160192      1.625088      2.400706
  915      1.165312      1.575904      2.352345
  916      1.157920      1.566400      2.352770
  917      1.173216      1.580608      2.347244
  918      1.157024      1.570912      2.357718
  919      1.146560      1.572768      2.371728
  920      1.143808      1.532544      2.339861
  921      1.152768      1.567744      2.359982
  922      1.183328      1.564768      2.322345
  923      1.155808      1.520064      2.315153
  924      1.156096      1.522560      2.316984
  925      1.147616      1.577632      2.374704
  926      1.161856      1.553408      2.337006
  927      1.149248      1.576960      2.372167
  928      1.164288      1.569792      2.348285
  929      1.150976      1.560576      2.355872
  930      1.152000      1.522688      2.321778
  931      1.146880      1.567232      2.366518
  932      1.154048      1.614848      2.399290
  933      1.145760      1.572896      2.372797
  934      1.158048      1.544192      2.333444
  935      1.161216      1.580960      2.361469
  936      1.153888      1.547776      2.341357
  937      1.164288      1.573888      2.351803
  938      1.156096      1.577984      2.364925
  939      1.147200      1.558016      2.358103
  940      1.156000      1.559712      2.349232
  941      1.153088      1.561600      2.354276
  942      1.149024      1.579904      2.374997
  943      1.163936      1.557376      2.338026
  944      1.145856      1.549312      2.352100
  945      1.156096      1.571840      2.359610
  946      1.160064      1.574912      2.357608
  947      1.168992      1.562176      2.336344
  948      1.155072      1.577984      2.366135
  949      1.168288      1.571808      2.345394
  950      1.166336      1.546016      2.325532
  951      1.152000      1.587200      2.377778
  952      1.168992      1.545184      2.321809
  953      1.150688      1.565696      2.360661
  954      1.148928      1.571840      2.368093
  955      1.146880      1.552928      2.354046
  956      1.153472      1.532512      2.328608
  957      1.158944      1.564672      2.350084
  958      1.162240      1.565696      2.347136
  959      1.150976      1.572640      2.366354
  960      1.162240      1.555456      2.338326
  961      1.156096      1.563648      2.352524
  962      1.160000      1.583776      2.365324
  963      1.152096      1.576960      2.368775
  964      1.152000      1.569664      2.362556
  965      1.164288      1.593344      2.368514
  966      1.166336      1.561600      2.338894
  967      1.151872      1.574624      2.367013
  968      1.170592      1.574912      2.345398
  969      1.154656      1.564672      2.355098
  970      1.159168      1.577984      2.361307
  971      1.158912      1.553408      2.340402
  972      1.141760      1.581760      2.385370
  973      1.155072      1.569792      2.359043
  974      1.162240      1.562560      2.344438
  975      1.165152      1.535104      2.317514
  976      1.150784      1.581056      2.373895
  977      1.162240      1.556480      2.339207
  978      1.159040      1.552384      2.339370
  979      1.147904      1.523712      2.327386
  980      1.168384      1.581408      2.353500
  981      1.147904      1.569312      2.367111
  982      1.162240      1.567744      2.348899
  983      1.150656      1.525248      2.325547
  984      1.152384      1.539072      2.335555
  985      1.154368      1.609952      2.394661
  986      1.153024      1.570816      2.362345
  987      1.163136      1.551360      2.333774
  988      1.158144      1.567392      2.353365
  989      1.156768      1.580032      2.365902
  990      1.165312      1.571680      2.348720
  991      1.154560      1.559552      2.350776
  992      1.156064      1.552384      2.342818
  993      1.152992      1.571840      2.363271
  994      1.157760      1.590272      2.373577
  995      1.154048      1.526784      2.322981
  996      1.144832      1.561760      2.364183
  997      1.162016      1.570816      2.351802
  998      1.164224      1.562624      2.342202
  999      1.147904      1.554304      2.354037
 1000      1.154048      1.577888      2.367264

Propagation edge ID: 0 (root edge)

Running 10 randomization trials...
----------------------------------------------------------------------------------------------------
     Trial                    Pruning LL                Propagation LL          Difference
----------------------------------------------------------------------------------------------------
         1       -194960.434921824897174       -194960.434921824897174        0.000000e+00
         2       -194960.434921824897174       -194960.434921824868070       -2.910383e-11
         3       -194960.434921824926278       -194960.434921824897174       -2.910383e-11
         4       -194960.434921824868070       -194960.434921824897174        2.910383e-11
         5       -194960.434921824868070       -194960.434921824838966       -2.910383e-11
         6       -194960.434921824868070       -194960.434921824868070        0.000000e+00
         7       -194960.434921824897174       -194960.434921824926278        2.910383e-11
         8       -194960.434921824897174       -194960.434921824838966       -5.820766e-11
         9       -194960.434921824868070       -194960.434921824868070        0.000000e+00
        10       -194960.434921824838966       -194960.434921824868070        2.910383e-11
----------------------------------------------------------------------------------------------------

=== Summary ===
Pruning Algorithm:
  Average LL:  -194960.4349218249
  Std Dev:     2.7610e-11
  Range:       -194960.4349218249 to -194960.4349218248
  Max diff:    8.7311e-11

Propagation Algorithm:
  Average LL:  -194960.4349218249
  Std Dev:     2.7610e-11
  Range:       -194960.4349218249 to -194960.4349218248
  Max diff:    8.7311e-11

Estimated significant digits:
  Pruning:     ~15 digits
  Propagation: ~15 digits
