=== Precision, Memory, and Timing Test ===
Number of trials: 10
Random seed: 42

Loading data...
F81 mu is 1.34314
Loaded: 38 taxa, 73 edges, 6736 patterns
Root probs: [0.287712, 0.191584, 0.245721, 0.274983]
Allocating GPU memory...
  Post order size: 73
  Node edges size: 73
  Root edges: 3
  Allocating basic arrays...
  Allocating pattern bases...
  Allocating upward messages (0.0157353 GB)...
  Allocating upward scales...
  Allocating downward messages...
  Allocating downward scales...
  GPU memory allocation complete.

=== Memory Requirements ===
Shared (tree structure, patterns):  0.000402 GB
Pruning algorithm total:            0.020071 GB
Propagation algorithm total:        0.039740 GB
Additional memory for propagation:  0.019669 GB
Propagation / Pruning memory ratio: 1.9800

Copying data to GPU...
  post_order...
  edge_child...
  edge_parent...
  node_is_leaf (size=74)...
  leaf_taxon (size=74)...
  pattern_bases (size=255968, expect=255968)...
  trans_flat...
  weights...
  root_probs...
  node_nch...
  node_off...
  node_edges...
  root_edges...
Data copy complete.
Running 1000 GPU timing trials...

=== GPU Timing Results (1000 trials) ===
Forward pass (Pruning):
  Average: 1.163 ms
  Std Dev: 4.7816e-02 ms
  Range:   1.139 to 2.349 ms

Backward pass:
  Average: 1.566 ms
  Std Dev: 3.7199e-02 ms
  Range:   1.488 to 1.763 ms

Propagation / Pruning time ratio:
  Average: 2.347797
  Std Dev: 2.7477e-02
  Range:   1.750572 to 2.406526

=== Timing Ratio Distribution ===
Trial     Fwd_ms        Bwd_ms        Ratio
  502      1.168512      1.553184      2.329198
  503      1.148928      1.586176      2.380570
  504      1.150592      1.555296      2.351735
  505      1.153024      1.526496      2.323907
  506      1.150784      1.572864      2.366776
  507      1.146592      1.561568      2.361921
  508      1.159168      1.575936      2.359541
  509      1.153024      1.575936      2.366785
  510      1.171264      1.566784      2.337687
  511      1.151904      1.563456      2.357280
  512      1.142368      1.570816      2.375052
  513      1.158112      1.548288      2.336907
  514      1.154432      1.557504      2.349152
  515      1.149344      1.571968      2.367709
  516      1.150976      1.558528      2.354093
  517      1.145344      1.567744      2.368798
  518      1.157120      1.570592      2.357329
  519      1.160064      1.592320      2.372614
  520      1.171456      1.548288      2.321678
  521      1.162176      1.535520      2.321246
  522      1.156096      1.550656      2.341286
  523      1.159168      1.581056      2.363957
  524      1.154880      1.573632      2.362593
  525      1.144832      1.542144      2.347048
  526      1.152992      1.542144      2.337515
  527      1.152768      1.542144      2.337775
  528      1.148928      1.580000      2.375195
  529      1.167360      1.571840      2.346491
  530      1.143808      1.566720      2.369740
  531      1.149952      1.557504      2.354408
  532      1.145760      1.562560      2.363776
  533      1.168256      1.560576      2.335817
  534      1.158816      1.575904      2.359926
  535      1.150976      1.553408      2.349644
  536      1.148928      1.579872      2.375083
  537      1.165312      1.567744      2.345343
  538      1.152160      1.569696      2.362394
  539      1.157120      1.559552      2.347788
  540      1.162368      1.577920      2.357505
  541      1.157120      1.553408      2.342478
  542      1.159776      1.574912      2.357945
  543      1.157120      1.528832      2.321239
  544      1.157120      1.545216      2.335398
  545      1.159168      1.508352      2.301237
  546      1.153024      1.572864      2.364121
  547      1.164288      1.584000      2.360488
  548      1.151840      1.550336      2.345965
  549      1.153056      1.584128      2.373852
  550      1.149952      1.550336      2.348175
  551      1.153024      1.565248      2.357516
  552      1.146880      1.577984      2.375893
  553      1.156064      1.543168      2.334846
  554      1.150976      1.552384      2.348755
  555      1.153632      1.559552      2.351862
  556      1.145856      1.581056      2.379803
  557      1.160960      1.528832      2.316869
  558      1.170432      1.562624      2.335083
  559      1.151712      1.536800      2.334361
  560      1.156448      1.559552      2.348571
  561      1.142400      1.562240      2.367507
  562      1.148928      1.526624      2.328737
  563      1.152000      1.570112      2.362945
  564      1.157120      1.519200      2.312915
  565      1.147776      1.562208      2.361074
  566      1.154144      1.577696      2.366984
  567      1.146880      1.569792      2.368750
  568      1.138688      1.563456      2.373033
  569      1.152000      1.545792      2.341834
  570      1.158144      1.569792      2.355438
  571      1.162240      1.573856      2.354157
  572      1.151584      1.519200      2.319226
  573      1.150976      1.574912      2.368327
  574      1.149664      1.563168      2.359674
  575      1.149952      1.548288      2.346394
  576      1.156096      1.545920      2.337190
  577      1.158144      1.565472      2.351708
  578      1.166336      1.573568      2.349155
  579      1.146560      1.544192      2.346804
  580      1.156096      1.582080      2.368468
  581      1.143776      1.564064      2.367456
  582      1.149952      1.573888      2.368655
  583      1.154048      1.534624      2.329775
  584      1.156096      1.571840      2.359610
  585      1.159168      1.573888      2.357774
  586      1.161088      1.530656      2.318295
  587      1.152608      1.545120      2.340543
  588      1.149952      1.560576      2.357079
  589      1.155072      1.564608      2.354554
  590      1.158144      1.576960      2.361627
  591      1.139584      1.534784      2.346793
  592      1.150976      1.575616      2.368939
  593      1.149952      1.575552      2.370102
  594      1.152000      1.535616      2.333000
  595      1.156704      1.577984      2.364207
  596      1.161152      1.569760      2.351899
  597      1.163968      1.569536      2.348436
  598      1.163264      1.568896      2.348701
  599      1.159008      1.510400      2.303183
  600      1.152896      1.547488      2.342262
  601      1.164928      1.570816      2.348423
  602      1.152192      1.569632      2.362301
  603      1.158912      1.576544      2.360366
  604      1.153024      1.564672      2.357016
  605      1.147744      1.577984      2.374857
  606      1.147456      1.555328      2.355458
  607      1.148928      1.546240      2.345811
  608      1.142784      1.579776      2.382392
  609      1.162240      1.565440      2.346916
  610      1.148928      1.570816      2.367202
  611      1.161184      1.552704      2.337173
  612      1.152608      1.571840      2.363725
  613      1.154720      1.538048      2.331966
  614      1.155680      1.551232      2.342268
  615      1.157088      1.590432      2.374512
  616      1.162048      1.575872      2.356116
  617      1.153024      1.562624      2.355240
  618      1.140736      1.564672      2.371634
  619      1.152448      1.532928      2.330149
  620      1.147776      1.552608      2.352710
  621      1.172480      1.585152      2.351965
  622      1.163424      1.567904      2.347663
  623      1.154688      1.532320      2.327042
  624      1.144448      1.571840      2.373448
  625      1.146880      1.571840      2.370536
  626      1.160192      1.584288      2.365540
  627      1.150976      1.568736      2.362962
  628      1.163808      1.567744      2.347081
  629      1.142784      1.558400      2.363687
  630      1.154048      1.579008      2.368234
  631      1.149952      1.568768      2.364203
  632      1.163264      1.555424      2.337120
  633      1.177600      1.514496      2.286087
  634      1.153024      1.572864      2.364121
  635      1.150944      1.568384      2.362694
  636      1.164288      1.573888      2.351803
  637      1.154944      1.577984      2.366286
  638      1.148928      1.520640      2.323529
  639      1.153024      1.541120      2.336590
  640      1.148064      1.528640      2.331494
  641      1.160192      1.575936      2.358341
  642      1.155264      1.590112      2.376406
  643      1.165280      1.574368      2.351064
  644      1.157120      1.572480      2.358960
  645      1.149952      1.534976      2.334817
  646      1.150976      1.575936      2.369217
  647      1.150976      1.571840      2.365659
  648      1.163264      1.534720      2.319322
  649      1.147904      1.556288      2.355765
  650      1.164064      1.532928      2.316876
  651      1.151040      1.562496      2.357465
  652      1.143552      1.532000      2.339685
  653      1.162048      1.560576      2.342953
  654      1.153024      1.567424      2.359403
  655      1.157664      1.559712      2.347293
  656      1.143680      1.582080      2.383324
  657      1.150944      1.500800      2.303973
  658      1.151776      1.554432      2.349596
  659      1.159168      1.566720      2.351590
  660      1.151552      1.560576      2.355194
  661      1.155072      1.528832      2.323581
  662      1.151872      1.572448      2.365124
  663      1.153664      1.564320      2.355958
  664      1.153024      1.546240      2.341030
  665      1.161216      1.549312      2.334215
  666      1.143392      1.556480      2.361283
  667      1.162976      1.564448      2.345211
  668      1.146336      1.554432      2.356000
  669      1.155072      1.560576      2.351064
  670      1.152864      1.570816      2.362534
  671      1.153024      1.561568      2.354324
  672      1.156000      1.568576      2.356899
  673      1.148544      1.569792      2.366767
  674      1.143808      1.559488      2.363418
  675      1.151776      1.583104      2.374490
  676      1.164288      1.535520      2.318849
  677      1.145792      1.554432      2.356644
  678      1.152544      1.517184      2.316378
  679      1.170432      1.544192      2.319335
  680      1.155072      1.572864      2.361702
  681      1.158720      1.551296      2.338801
  682      1.154688      1.551360      2.343532
  683      1.157120      1.561600      2.349557
  684      1.159168      1.581760      2.364565
  685      1.144768      1.585152      2.384693
  686      1.154048      1.571840      2.362023
  687      1.161216      1.517504      2.306823
  688      1.160928      1.580000      2.360980
  689      1.150976      1.572736      2.366437
  690      1.157120      1.546240      2.336283
  691      1.149952      1.573888      2.368655
  692      1.145856      1.549312      2.352100
  693      1.143808      1.572800      2.375056
  694      1.149952      1.574752      2.369407
  695      1.164288      1.560416      2.340232
  696      1.159168      1.530528      2.320368
  697      1.163264      1.568608      2.348454
  698      1.147712      1.586176      2.382033
  699      1.152000      1.563232      2.356972
  700      1.150976      1.580288      2.372998
  701      1.148928      1.583104      2.377897
  702      1.155904      1.518272      2.313493
  703      1.152000      1.560576      2.354667
  704      1.147456      1.564672      2.363601
  705      1.149952      1.550336      2.348175
  706      1.147840      1.555456      2.355116
  707      1.140512      1.565504      2.372633
  708      1.144832      1.516544      2.324687
  709      1.162240      1.509376      2.298678
  710      1.152960      1.556480      2.349986
  711      1.146880      1.563648      2.363393
  712      1.148928      1.516288      2.319741
  713      1.155648      1.568384      2.357147
  714      1.149952      1.590880      2.383432
  715      1.174528      1.520640      2.294682
  716      1.152640      1.545216      2.340589
  717      1.152000      1.538048      2.335111
  718      1.165312      1.532928      2.315466
  719      1.147424      1.542400      2.344229
  720      1.164000      1.574912      2.353017
  721      1.152672      1.554432      2.348547
  722      1.174528      1.561600      2.329555
  723      1.152640      1.569632      2.361771
  724      1.145856      1.551360      2.353887
  725      1.151808      1.580160      2.371895
  726      1.154592      1.566720      2.356947
  727      1.146560      1.547264      2.349483
  728      1.157120      1.539040      2.330061
  729      1.144256      1.596000      2.394793
  730      1.144832      1.573792      2.374693
  731      1.156768      1.548288      2.338460
  732      1.154048      1.548288      2.341615
  733      1.156896      1.540896      2.331923
  734      1.148928      1.535712      2.336648
  735      1.158144      1.565696      2.351901
  736      1.155904      1.548288      2.339461
  737      1.157120      1.566720      2.353982
  738      1.148928      1.568416      2.365113
  739      1.156896      1.517568      2.311758
  740      1.171264      1.561600      2.333260
  741      1.152000      1.536000      2.333333
  742      1.159168      1.558208      2.344247
  743      1.156544      1.560160      2.348984
  744      1.152640      1.560128      2.353526
  745      1.147904      1.565696      2.363961
  746      1.156096      1.571840      2.359610
  747      1.165376      1.536992      2.318881
  748      1.149952      1.568640      2.364092
  749      1.156960      1.536832      2.328336
  750      1.149600      1.589248      2.382436
  751      1.160192      1.580032      2.361871
  752      1.167008      1.579040      2.353067
  753      1.142784      1.523712      2.333333
  754      1.148480      1.540096      2.340986
  755      1.153696      1.527808      2.324273
  756      1.150976      1.550336      2.346975
  757      1.150976      1.561600      2.356762
  758      1.154048      1.514304      2.312167
  759      1.148768      1.510400      2.314800
  760      1.141760      1.586176      2.389238
  761      1.149728      1.545216      2.343984
  762      1.155584      1.561280      2.351074
  763      1.148768      1.572768      2.369091
  764      1.165312      1.555040      2.334441
  765      1.148480      1.543168      2.343661
  766      1.149920      1.535936      2.335689
  767      1.155072      1.529856      2.324468
  768      1.154048      1.564640      2.355784
  769      1.157120      1.586464      2.371046
  770      1.163968      1.565696      2.345137
  771      1.166208      1.511360      2.295961
  772      1.154944      1.584032      2.371523
  773      1.158912      1.562592      2.348327
  774      1.149600      1.579008      2.373528
  775      1.150816      1.549312      2.346273
  776      1.145856      1.556416      2.358300
  777      1.162208      1.562176      2.344145
  778      1.154048      1.568800      2.359389
  779      1.151584      1.553376      2.348904
  780      1.148928      1.553824      2.352412
  781      1.156672      1.539904      2.331323
  782      1.160192      1.576896      2.359168
  783      1.161792      1.560448      2.343139
  784      1.153024      1.577984      2.368562
  785      1.170240      1.547104      2.322040
  786      1.154848      1.517568      2.314085
  787      1.154048      1.546848      2.340367
  788      1.155776      1.540096      2.332521
  789      1.154048      1.559456      2.351292
  790      1.159168      1.569216      2.353743
  791      1.158144      1.522688      2.314766
  792      1.158144      1.561824      2.348557
  793      1.152000      1.532928      2.330667
  794      1.154688      1.577664      2.366312
  795      1.138688      1.540672      2.353024
  796      1.169152      1.560576      2.334793
  797      1.169344      1.573888      2.345958
  798      1.147904      1.560576      2.359500
  799      1.166208      1.519616      2.303040
  800      1.149696      1.549184      2.347473
  801      1.163392      1.572832      2.351936
  802      1.154976      1.576960      2.365362
  803      1.150976      1.555456      2.351424
  804      1.147520      1.558400      2.358059
  805      1.150560      1.513376      2.315339
  806      1.150784      1.570816      2.364996
  807      1.143808      1.545216      2.350940
  808      1.149952      1.531904      2.332146
  809      1.154048      1.551360      2.344277
  810      1.168384      1.570816      2.344435
  811      1.146592      1.531904      2.336050
  812      1.151872      1.563648      2.357484
  813      1.139392      1.526784      2.339999
  814      1.155072      1.540096      2.333333
  815      1.150560      1.554432      2.351022
  816      1.151552      1.581056      2.372978
  817      1.175552      1.550336      2.318815
  818      1.157024      1.564288      2.351993
  819      1.176544      1.523712      2.295074
  820      1.152000      1.551296      2.346611
  821      1.163936      1.574912      2.353091
  822      1.149952      1.568768      2.364203
  823      1.157120      1.556480      2.345133
  824      1.154048      1.528960      2.324867
  825      1.146784      1.563392      2.363284
  826      1.159168      1.561344      2.346952
  827      1.166336      1.525312      2.307781
  828      1.150592      1.581888      2.374847
  829      1.162240      1.559424      2.341740
  830      1.158080      1.566720      2.352860
  831      1.147904      1.539712      2.341325
  832      1.160736      1.557472      2.341797
  833      1.150976      1.570784      2.364741
  834      1.151520      1.566336      2.360233
  835      1.153024      1.574880      2.365869
  836      1.146752      1.552384      2.353723
  837      1.153024      1.561600      2.354352
  838      1.160192      1.551360      2.337158
  839      1.160192      1.521408      2.311342
  840      1.147712      1.515520      2.320471
  841      1.166240      1.567360      2.343943
  842      1.151840      1.580032      2.371746
  843      1.153024      1.561504      2.354269
  844      1.172480      1.571840      2.340611
  845      1.150880      1.563488      2.358515
  846      1.152608      1.567744      2.360171
  847      1.158144      1.561600      2.348364
  848      1.155072      1.561600      2.351950
  849      1.161120      1.511008      2.301337
  850      1.181664      1.570816      2.329325
  851      1.155072      1.555456      2.346631
  852      1.156928      1.566720      2.354207
  853      1.159168      1.533952      2.323322
  854      1.159168      1.577984      2.361307
  855      1.146880      1.577984      2.375893
  856      1.160192      1.550336      2.336275
  857      1.152000      1.555456      2.350222
  858      1.148928      1.559456      2.357314
  859      1.166048      1.580992      2.355855
  860      1.153664      1.530144      2.326334
  861      1.152000      1.558528      2.352889
  862      1.155840      1.560576      2.350166
  863      1.170432      1.552000      2.326006
  864      1.165312      1.560512      2.339136
  865      1.149760      1.573888      2.368884
  866      1.155072      1.575936      2.364362
  867      1.149952      1.541344      2.340355
  868      1.153024      1.560960      2.353797
  869      1.153824      1.561600      2.353413
  870      1.154048      1.560576      2.352263
  871      1.166336      1.575744      2.351021
  872      1.159168      1.585152      2.367491
  873      1.155072      1.562624      2.352837
  874      1.158144      1.623424      2.401746
  875      1.147904      1.519584      2.323790
  876      1.179360      1.598432      2.355338
  877      1.152000      1.567616      2.360778
  878      1.156768      1.573888      2.360591
  879      1.160192      1.572864      2.355693
  880      1.147904      1.582944      2.378986
  881      1.163264      1.565440      2.345731
  882      1.153920      1.574816      2.364753
  883      1.164288      1.544192      2.326297
  884      1.165280      1.555456      2.334835
  885      1.155072      1.537024      2.330674
  886      1.158144      1.537664      2.327697
  887      1.159136      1.561600      2.347210
  888      1.156000      1.548960      2.339931
  889      1.161216      1.532928      2.320106
  890      1.150976      1.566560      2.361071
  891      1.164448      1.554272      2.334771
  892      1.155936      1.614848      2.397005
  893      1.146880      1.574784      2.373103
  894      1.152608      1.546240      2.341514
  895      1.153024      1.562176      2.354851
  896      1.151584      1.549888      2.345875
  897      1.150976      1.515520      2.316726
  898      1.154048      1.552384      2.345164
  899      1.154048      1.517472      2.314913
  900      1.170432      1.571840      2.342957
  901      1.155872      1.547904      2.339165
  902      1.157056      1.592256      2.376127
  903      1.146848      1.559552      2.359859
  904      1.164288      1.605632      2.379067
  905      1.160192      1.564672      2.348632
  906      1.150976      1.556384      2.352230
  907      1.145856      1.560800      2.362126
  908      1.157920      1.540832      2.330689
  909      1.153024      1.557504      2.350799
  910      1.147904      1.572704      2.370066
  911      1.149952      1.520640      2.322351
  912      1.160064      1.573728      2.356587
  913      1.145600      1.578624      2.377989
  914      1.142784      1.566304      2.370604
  915      1.151680      1.570816      2.363935
  916      1.152000      1.547264      2.343111
  917      1.145408      1.583968      2.382885
  918      1.152000      1.565696      2.359111
  919      1.149952      1.567744      2.363313
  920      1.174528      1.508352      2.284220
  921      1.166336      1.553184      2.331678
  922      1.154048      1.615872      2.400177
  923      1.163264      1.510400      2.298415
  924      1.151168      1.568480      2.362512
  925      1.157856      1.541120      2.331012
  926      1.163136      1.570816      2.350501
  927      1.157120      1.544096      2.334430
  928      1.152000      1.554432      2.349333
  929      1.147904      1.583104      2.379126
  930      1.145792      1.583104      2.381668
  931      1.144832      1.590272      2.389088
  932      1.149952      1.554272      2.351597
  933      1.151648      1.553408      2.348857
  934      1.148768      1.553280      2.352127
  935      1.158880      1.570400      2.355102
  936      1.157120      1.557504      2.346018
  937      1.147808      1.563648      2.362290
  938      1.154240      1.575072      2.364597
  939      1.153024      1.571840      2.363233
  940      1.147904      1.557696      2.356992
  941      1.160800      1.584128      2.364686
  942      1.144704      1.555040      2.358465
  943      1.149920      1.570816      2.366022
  944      1.155072      1.574912      2.363475
  945      1.152000      1.523648      2.322611
  946      1.158112      1.586176      2.369622
  947      1.160736      1.564320      2.347697
  948      1.149952      1.570528      2.365733
  949      1.150080      1.566560      2.362131
  950      1.166336      1.558464      2.336205
  951      1.171264      1.561600      2.333260
  952      1.154784      1.541504      2.334885
  953      1.145856      1.523712      2.329759
  954      1.150976      1.569792      2.363879
  955      1.147776      1.551328      2.351595
  956      1.150976      1.544192      2.341637
  957      1.149952      1.561600      2.357970
  958      1.159168      1.549152      2.336435
  959      1.155072      1.574912      2.363475
  960      1.153952      1.555456      2.347938
  961      1.156960      1.520640      2.314341
  962      1.157088      1.566720      2.354020
  963      1.158144      1.544192      2.333333
  964      1.148928      1.570816      2.367202
  965      1.148928      1.574912      2.370766
  966      1.157120      1.566464      2.353761
  967      1.150976      1.553248      2.349505
  968      1.153984      1.541120      2.335478
  969      1.161024      1.527808      2.315914
  970      1.147840      1.573664      2.370978
  971      1.162240      1.554752      2.337720
  972      1.145696      1.579008      2.378208
  973      1.157120      1.552992      2.342119
  974      1.166208      1.567744      2.344309
  975      1.164224      1.562304      2.341928
  976      1.160192      1.584128      2.365402
  977      1.153024      1.565696      2.357904
  978      1.158048      1.566624      2.352814
  979      1.162240      1.559552      2.341850
  980      1.144832      1.583104      2.382827
  981      1.162240      1.579200      2.358756
  982      1.159168      1.578752      2.361970
  983      1.161088      1.511744      2.302006
  984      1.146880      1.570400      2.369280
  985      1.155072      1.532128      2.326435
  986      1.162240      1.582624      2.361701
  987      1.147936      1.584128      2.379979
  988      1.162592      1.577984      2.357298
  989      1.159744      1.570816      2.354451
  990      1.147168      1.560160      2.360010
  991      1.154048      1.539840      2.334295
  992      1.169408      1.587200      2.357268
  993      1.163264      1.565696      2.345951
  994      1.158784      1.573888      2.358224
  995      1.153920      1.537024      2.332002
  996      1.150560      1.564672      2.359922
  997      1.153792      1.548288      2.341913
  998      1.158144      1.575488      2.360356
  999      1.174528      1.520640      2.294682
 1000      1.157120      1.542784      2.333297

Propagation edge ID: 0 (root edge)

Running 10 randomization trials...
----------------------------------------------------------------------------------------------------
     Trial                    Pruning LL                Propagation LL          Difference
----------------------------------------------------------------------------------------------------
         1       -194960.434921824897174       -194960.434921824926278        2.910383e-11
         2       -194960.434921824897174       -194960.434921824868070       -2.910383e-11
         3       -194960.434921824897174       -194960.434921824926278        2.910383e-11
         4       -194960.434921824897174       -194960.434921824897174        0.000000e+00
         5       -194960.434921824868070       -194960.434921824838966       -2.910383e-11
         6       -194960.434921824868070       -194960.434921824868070        0.000000e+00
         7       -194960.434921824897174       -194960.434921824926278        2.910383e-11
         8       -194960.434921824897174       -194960.434921824897174        0.000000e+00
         9       -194960.434921824868070       -194960.434921824868070        0.000000e+00
        10       -194960.434921824838966       -194960.434921824897174        5.820766e-11
----------------------------------------------------------------------------------------------------

=== Summary ===
Pruning Algorithm:
  Average LL:  -194960.4349218249
  Std Dev:     2.4350e-11
  Range:       -194960.4349218249 to -194960.4349218248
  Max diff:    5.8208e-11

Propagation Algorithm:
  Average LL:  -194960.4349218249
  Std Dev:     3.6814e-11
  Range:       -194960.4349218249 to -194960.4349218248
  Max diff:    8.7311e-11

Estimated significant digits:
  Pruning:     ~15 digits
  Propagation: ~15 digits
